"version","version_season","season_name","season","full_name","castaway_id","castaway","age","city","state","personality_type","episode","day","order","result","jury_status","original_tribe"
"US","US11","Survivor: Guatemala",11,"Danni Boatwright","US0166","Danni",29,"Tonganoxie","Kansas","ENFJ",15,39,18,"Sole Survivor",NA,"Nakum"
"US","US11","Survivor: Guatemala",11,"Stephenie LaGrossa","US0144","Stephenie",25,"Toms River","New Jersey","ESTJ",15,39,17,"Runner-up",NA,"Yaxha"
"US","US11","Survivor: Guatemala",11,"Rafe Judkins","US0165","Rafe",22,"Pittsburgh","Pennsylvania","INFP",14,38,16,"16th voted out","7th jury member","Yaxha"
"US","US11","Survivor: Guatemala",11,"Lydia Morales","US0164","Lydia",42,"Lakewood","Washington","ISFJ",14,37,15,"15th voted out","6th jury member","Yaxha"
"US","US11","Survivor: Guatemala",11,"Cindy Hall","US0163","Cindy",31,"Naples","Florida","ISFP",13,36,14,"14th voted out","5th jury member","Nakum"
"US","US11","Survivor: Guatemala",11,"Judd Sergeant","US0162","Judd",34,"Ridgefield","New Jersey","ESTP",12,33,13,"13th voted out","4th jury member","Nakum"
"US","US11","Survivor: Guatemala",11,"Gary Hogeboom","US0161","Gary",46,"Grand Haven","Michigan","INFJ",11,30,12,"12th voted out","3rd jury member","Yaxha"
"US","US11","Survivor: Guatemala",11,"Jamie Newton","US0160","Jamie",24,"North Hollywood","California","ISTP",10,27,11,"11th voted out","2nd jury member","Yaxha"
"US","US11","Survivor: Guatemala",11,"Bobby Jon Drinkard","US0141","Bobby Jon",28,"Los Angeles","California","ISTP",9,24,10,"10th voted out","1st jury member","Nakum"
"US","US11","Survivor: Guatemala",11,"Brandon Bellinger","US0159","Brandon",22,"Manhattan","Kansas","ISTP",8,21,9,"9th voted out",NA,"Nakum"
"US","US11","Survivor: Guatemala",11,"Amy O'Hara","US0158","Amy",39,"Revere","Massachusetts","ESTP",7,18,8,"8th voted out",NA,"Yaxha"
"US","US11","Survivor: Guatemala",11,"Brian Corridan","US0157","Brian",22,"New York City","New York","ENTP",6,15,7,"7th voted out",NA,"Yaxha"
"US","US11","Survivor: Guatemala",11,"Margaret Bobonich","US0156","Margaret",43,"Chardon","Ohio","ESFJ",6,15,6,"6th voted out",NA,"Nakum"
"US","US11","Survivor: Guatemala",11,"Blake Towsley","US0155","Blake",24,"Dallas","Texas","ESTP",5,14,5,"5th voted out",NA,"Nakum"
"US","US11","Survivor: Guatemala",11,"Brooke Struck","US0154","Brooke",25,"Hood River","Oregon","ISTJ",4,11,4,"4th voted out",NA,"Nakum"
"US","US11","Survivor: Guatemala",11,"Brianna Varela","US0153","Brianna",21,"Edmonds","Washington","ENFP",3,8,3,"3rd voted out",NA,"Yaxha"
"US","US11","Survivor: Guatemala",11,"Morgan McDevitt","US0152","Morgan",21,"Decatur","Illinois","INFP",2,6,2,"2nd voted out",NA,"Yaxha"
"US","US11","Survivor: Guatemala",11,"Jim Lynch","US0151","Jim",63,"Northglenn","Colorado","ISTJ",1,3,1,"1st voted out",NA,"Nakum"
"US","US12","Survivor: Panama",12,"Aras Baskauskas","US0182","Aras",24,"Santa Monica","California","INFP",16,39,16,"Sole Survivor",NA,"Viveros"
"US","US12","Survivor: Panama",12,"Danielle DiLorenzo","US0181","Danielle",24,"Pompano Beach","Florida","ESFP",16,39,15,"Runner-up",NA,"Bayoneta"
"US","US12","Survivor: Panama",12,"Terry Deitz","US0180","Terry",46,"Simsbury","Connecticut","ESTJ",15,38,14,"13th voted out","7th jury member","La Mina"
"US","US12","Survivor: Panama",12,"Cirie Fields","US0179","Cirie",35,"Walterboro","South Carolina","ENFJ",14,36,13,"12th voted out","6th jury member","Casaya"
"US","US12","Survivor: Panama",12,"Shane Powers","US0178","Shane",34,"Los Angeles","California","ESFP",13,33,12,"11th voted out","5th jury member","La Mina"
"US","US12","Survivor: Panama",12,"Courtney Marit","US0177","Courtney",31,"Los Angeles","California","ENFP",12,30,11,"10th voted out","4th jury member","Bayoneta"
"US","US12","Survivor: Panama",12,"Bruce Kanegai","US0176","Bruce",57,"Simi Valley","California","INFP",11,25,10,"Medically evacuated","3rd jury member","La Mina"
"US","US12","Survivor: Panama",12,"Sally Schumann","US0175","Sally",27,"Chicago","Illinois","INFP",10,24,9,"9th voted out","2nd jury member","Bayoneta"
"US","US12","Survivor: Panama",12,"Austin Carty","US0174","Austin",24,"High Point","North Carolina","INFP",9,21,8,"8th voted out","1st jury member","Viveros"
"US","US12","Survivor: Panama",12,"Nick Stanbury","US0173","Nick",25,"Tempe","Arizona","ISFP",8,18,7,"7th voted out",NA,"Viveros"
"US","US12","Survivor: Panama",12,"Dan Barry","US0172","Dan",51,"South Hadley","Massachusetts","ISFJ",6,15,6,"6th voted out",NA,"La Mina"
"US","US12","Survivor: Panama",12,"Bobby Mason","US0171","Bobby",32,"Los Angeles","California","ISTP",5,14,5,"5th voted out",NA,"Viveros"
"US","US12","Survivor: Panama",12,"Ruth Marie Milliman","US0170","Ruth Marie",48,"Greenville","South Carolina","ISFJ",4,11,4,"4th voted out",NA,"Casaya"
"US","US12","Survivor: Panama",12,"Misty Giles","US0169","Misty",24,"Dallas","Texas","INTP",3,8,3,"3rd voted out",NA,"Bayoneta"
"US","US12","Survivor: Panama",12,"Melinda Hyder","US0168","Melinda",32,"Sevierville","Tennessee","ESFJ",2,6,2,"2nd voted out",NA,"Casaya"
"US","US12","Survivor: Panama",12,"Tina Scheer","US0167","Tina",44,"Hayward","Wisconsin","ESTP",1,3,1,"1st voted out",NA,"Casaya"
"US","US13","Survivor: Cook Islands",13,"Yul Kwon","US0202","Yul",31,"San Mateo","California","INTJ",16,39,20,"Sole Survivor",NA,"Puka Puka"
"US","US13","Survivor: Cook Islands",13,"Oscar Lusth","US0201","Ozzy",24,"Venice","California","ISFP",16,39,19,"Runner-up",NA,"Aitutaki"
"US","US13","Survivor: Cook Islands",13,"Rebekah Lee","US0200","Becky",28,"Washington","D.C.","INTP",16,39,18,"2nd Runner-up",NA,"Puka Puka"
"US","US13","Survivor: Cook Islands",13,"Sundra Oakley","US0199","Sundra",31,"Los Angeles","California","INFP",15,38,17,"17th voted out","9th jury member","Manihiki"
"US","US13","Survivor: Cook Islands",13,"Adam Gentry","US0198","Adam",28,"San Diego","California","ESTP",15,37,16,"16th voted out","8th jury member","Rarotonga"
"US","US13","Survivor: Cook Islands",13,"Parvati Shallow","US0197","Parvati",23,"West Hollywood","California","ENFJ",14,36,15,"15th voted out","7th jury member","Rarotonga"
"US","US13","Survivor: Cook Islands",13,"Jonathan Penner","US0196","Jonathan",44,"Los Angeles","California","ENTP",13,33,14,"14th voted out","6th jury member","Rarotonga"
"US","US13","Survivor: Cook Islands",13,"Candice Woodcock","US0195","Candice",23,"Washington","D.C.","ISTJ",12,30,13,"13th voted out","5th jury member","Rarotonga"
"US","US13","Survivor: Cook Islands",13,"Nathan Gonzalez","US0194","Nate",26,"Playa del Rey","California","ESTP",11,27,12,"12th voted out","4th jury member","Manihiki"
"US","US13","Survivor: Cook Islands",13,"Jenny Guzon-Bae","US0193","Jenny",36,"Lake Forest","Illinois","ISTJ",10,24,11,"11th voted out","3rd jury member","Puka Puka"
"US","US13","Survivor: Cook Islands",13,"Rebecca Borman","US0192","Rebecca",34,"Laurelton","New York","ISFJ",10,24,10,"10th voted out","2nd jury member","Manihiki"
"US","US13","Survivor: Cook Islands",13,"Brad Virata","US0191","Brad",29,"Santa Monica","California","INFJ",9,21,9,"9th voted out","1st jury member","Puka Puka"
"US","US13","Survivor: Cook Islands",13,"Jessica Smith","US0190","Jessica",27,"Chico","California","ENFP",8,18,8,"8th voted out",NA,"Rarotonga"
"US","US13","Survivor: Cook Islands",13,"Cristina Coria","US0189","Cristina",35,"Santa Monica","California","ISFJ",6,15,7,"7th voted out",NA,"Aitutaki"
"US","US13","Survivor: Cook Islands",13,"Anh-Tuan Bui","US0188","Cao Boi",42,"Christiansburg","Virginia","ENFP",6,15,6,"6th voted out",NA,"Puka Puka"
"US","US13","Survivor: Cook Islands",13,"Stephannie Favor","US0187","Stephannie",35,"Columbia","South Carolina","ISFJ",5,14,5,"5th voted out",NA,"Manihiki"
"US","US13","Survivor: Cook Islands",13,"John Calderon","US0186","J.P.",30,"Long Beach","California","ESFP",4,11,4,"4th voted out",NA,"Aitutaki"
"US","US13","Survivor: Cook Islands",13,"Cecilia Mansilla","US0185","Cecilia",29,"Oakland","California","ISTJ",3,8,3,"3rd voted out",NA,"Aitutaki"
"US","US13","Survivor: Cook Islands",13,"Virgilio Garcia","US0184","Billy",36,"New York City","New York","INFJ",2,6,2,"2nd voted out",NA,"Aitutaki"
"US","US13","Survivor: Cook Islands",13,"Sekou Bunch","US0183","Sekou",45,"Los Angeles","California","ESFJ",1,3,1,"1st voted out",NA,"Manihiki"
"US","US14","Survivor: Fiji",14,"Earl Cole","US0221","Earl",35,"Santa Monica","California","INFJ",15,39,19,"Sole Survivor",NA,"Ravu"
"US","US14","Survivor: Fiji",14,"Cassandra Franklin","US0220","Cassandra",42,"Los Angeles","California","ISFJ",15,39,18,"Co-runner-up",NA,"Moto"
"US","US14","Survivor: Fiji",14,"Andria Herd","US0219","Dreamz",25,"Wilmington","North Carolina","ESFP",15,39,17,"Co-runner-up",NA,"Moto"
"US","US14","Survivor: Fiji",14,"Yau-Man Chan","US0218","Yau-Man",54,"Martinez","California","INTP",14,38,16,"15th voted out","9th jury member","Ravu"
"US","US14","Survivor: Fiji",14,"Kenward Bernis","US0217","Boo",34,"Lafayette","Louisiana","ISTP",14,37,15,"14th voted out","8th jury member","Moto"
"US","US14","Survivor: Fiji",14,"Stacy Kimball","US0216","Stacy",27,"Boulder","Colorado","INTJ",13,36,14,"13th voted out","7th jury member","Moto"
"US","US14","Survivor: Fiji",14,"Alex Angarita","US0215","Alex",28,"Los Angeles","California","ENTJ",12,33,13,"12th voted out","6th jury member","Moto"
"US","US14","Survivor: Fiji",14,"Mookie Lee","US0214","Mookie",25,"Chicago","Illinois","ESFP",11,30,12,"11th voted out","5th jury member","Ravu"
"US","US14","Survivor: Fiji",14,"Edgardo Rivera","US0213","Edgardo",28,"Miami Beach","Florida","ESTP",10,27,11,"10th voted out","4th jury member","Moto"
"US","US14","Survivor: Fiji",14,"Michelle Yi","US0212","Michelle",23,"Cincinnati","Ohio","ENFP",9,24,10,"9th voted out","3rd jury member","Ravu"
"US","US14","Survivor: Fiji",14,"Lisette Linares","US0211","Lisi",36,"Los Angeles","California","ESFP",8,21,9,"8th voted out","2nd jury member","Moto"
"US","US14","Survivor: Fiji",14,"James Reid","US0210","Rocky",28,"Los Angeles","California","ESTP",7,19,8,"7th voted out","1st jury member","Ravu"
"US","US14","Survivor: Fiji",14,"Anthony Robinson","US0209","Anthony",32,"Compton","California","INFP",6,16,7,"6th voted out",NA,"Ravu"
"US","US14","Survivor: Fiji",14,"Rita Verreos","US0208","Rita",38,"San Antonio","Texas","ISFJ",5,14,6,"5th voted out",NA,"Ravu"
"US","US14","Survivor: Fiji",14,"Liliana Gomez","US0207","Liliana",25,"Los Angeles","California","ISTJ",4,11,5,"4th voted out",NA,"Moto"
"US","US14","Survivor: Fiji",14,"Gary Stritesky","US0206","Gary",55,"Ramsey","Minnesota","ISFJ",4,10,4,"Quit",NA,"Moto"
"US","US14","Survivor: Fiji",14,"Sylvia Kwan","US0205","Sylvia",52,"Ross","California","ISTJ",3,8,3,"3rd voted out",NA,"Ravu"
"US","US14","Survivor: Fiji",14,"Erica Durousseau","US0204","Erica",27,"Baton Rouge","Louisiana","ESFP",2,6,2,"2nd voted out",NA,"Ravu"
"US","US14","Survivor: Fiji",14,"Jessica deBen","US0203","Jessica",27,"Los Angeles","California","INFJ",1,3,1,"1st voted out",NA,"Ravu"
"US","US15","Survivor: China",15,"Todd Herzog","US0237","Todd",22,"Pleasant Grove","Utah","ENFP",15,39,16,"Sole Survivor",NA,"Fei Long"
"US","US15","Survivor: China",15,"Courtney Yates","US0236","Courtney",26,"New York City","New York","ENTP",15,39,15,"Runner-up",NA,"Fei Long"
"US","US15","Survivor: China",15,"Amanda Kimmel","US0235","Amanda",22,"Los Angeles","California","ISFP",15,39,14,"2nd runner-up",NA,"Fei Long"
"US","US15","Survivor: China",15,"Denise Martin","US0234","Denise",40,"Douglas","Massachusetts","ISFP",14,38,13,"13th voted out","7th jury member","Fei Long"
"US","US15","Survivor: China",15,"Peih-Gee Law","US0233","Peih-Gee",29,"Marina del Rey","California","ENTP",13,36,12,"12th voted out","6th jury member","Zhan Hu"
"US","US15","Survivor: China",15,"Erik Huffman","US0232","Erik",26,"Nashville","Tennessee","ISFP",12,33,11,"11th voted out","5th jury member","Zhan Hu"
"US","US15","Survivor: China",15,"James Clement","US0231","James",30,"Lafayette","Louisiana","ISTP",11,30,10,"10th voted out","4th jury member","Fei Long"
"US","US15","Survivor: China",15,"Michael Zernow","US0230","Frosti",20,"Chicago","Illinois","ESFP",9,27,9,"9th voted out","3rd jury member","Zhan Hu"
"US","US15","Survivor: China",15,"Jean-Robert Bellande","US0229","Jean-Robert",36,"Las Vegas","Nevada","INTP",8,24,8,"8th voted out","2nd jury member","Fei Long"
"US","US15","Survivor: China",15,"Jaime Dugan","US0228","Jaime",22,"Columbia","South Carolina","ESFJ",7,21,7,"7th voted out","1st jury member","Zhan Hu"
"US","US15","Survivor: China",15,"Sherea Lloyd","US0227","Sherea",26,"Atlanta","Georgia","ESFP",6,18,6,"6th voted out",NA,"Zhan Hu"
"US","US15","Survivor: China",15,"Aaron Reisberger","US0226","Aaron",32,"Venice","California","ISTJ",5,15,5,"5th voted out",NA,"Fei Long"
"US","US15","Survivor: China",15,"Dave Cruser","US0225","Dave",37,"Simi Valley","California","ESTP",4,12,4,"4th voted out",NA,"Zhan Hu"
"US","US15","Survivor: China",15,"Leslie Nease","US0224","Leslie",38,"Tega Cay","South Carolina","ENFP",3,9,3,"3rd voted out",NA,"Fei Long"
"US","US15","Survivor: China",15,"Ashley Massaro","US0223","Ashley",28,"East Northport","New York","ESFP",2,6,2,"2nd voted out",NA,"Zhan Hu"
"US","US15","Survivor: China",15,"Steve Morris","US0222","Chicken",47,"Marion","Virginia","ISFP",1,3,1,"1st voted out",NA,"Zhan Hu"
"US","US16","Survivor: Micronesia",16,"Parvati Shallow","US0197","Parvati",25,"Los Angeles","California","ENFJ",15,39,20,"Sole Survivor",NA,"Malakal"
"US","US16","Survivor: Micronesia",16,"Amanda Kimmel","US0235","Amanda",23,"Los Angeles","California","ISFP",15,39,19,"Runner-up",NA,"Malakal"
"US","US16","Survivor: Micronesia",16,"Cirie Fields","US0179","Cirie",37,"Norwalk","Connecticut","ENFJ",14,38,18,"15th voted out","8th jury member","Malakal"
"US","US16","Survivor: Micronesia",16,"Natalie Bolton","US0247","Natalie",32,"West Hollywood","California","INTJ",14,37,17,"14th voted out","7th jury member","Airai"
"US","US16","Survivor: Micronesia",16,"Erik Reichenbach","US0246","Erik",22,"Ypsilanti","Michigan","INTP",13,36,16,"13th voted out","6th jury member","Airai"
"US","US16","Survivor: Micronesia",16,"Alexis Jones","US0245","Alexis",24,"Beverly Hills","California","ENFJ",12,33,15,"12th voted out","5th jury member","Airai"
"US","US16","Survivor: Micronesia",16,"James Clement","US0231","James",30,"Lafayette","Louisiana","ISTP",12,31,14,"Medically evacuated","4th jury member","Malakal"
"US","US16","Survivor: Micronesia",16,"Jason Siska","US0244","Jason",22,"Fox River Grove","Illinois","ESFP",11,30,13,"11th voted out","3rd jury member","Airai"
"US","US16","Survivor: Micronesia",16,"Oscar Lusth","US0201","Ozzy",26,"Venice","California","ISFP",10,27,12,"10th voted out","2nd jury member","Malakal"
"US","US16","Survivor: Micronesia",16,"Eliza Orlins","US0127","Eliza",25,"Manhattan","New York","ENTJ",9,24,11,"9th voted out","1st jury member","Malakal"
"US","US16","Survivor: Micronesia",16,"Ami Cusack","US0125","Ami",34,"Golden","Colorado","ENTJ",8,21,10,"8th voted out",NA,"Malakal"
"US","US16","Survivor: Micronesia",16,"Tracy Hughes-Wolf","US0243","Tracy",43,"Fredericksburg","Virginia","ENFJ",7,20,9,"7th voted out",NA,"Airai"
"US","US16","Survivor: Micronesia",16,"Kathleen Sleckman","US0242","Kathy",45,"Glen Ellyn","Illinois","ENFP",7,19,8,"Quit",NA,"Airai"
"US","US16","Survivor: Micronesia",16,"Chet Welch","US0241","Chet",48,"Ford City","Pennsylvania","INFP",6,17,7,"6th voted out",NA,"Airai"
"US","US16","Survivor: Micronesia",16,"Jonathan Penner","US0196","Jonathan",45,"Los Angeles","California","ENTP",6,15,6,"Medically evacuated",NA,"Malakal"
"US","US16","Survivor: Micronesia",16,"Joel Anderson","US0240","Joel",32,"Avondale","Arizona","ESTJ",5,14,5,"5th voted out",NA,"Airai"
"US","US16","Survivor: Micronesia",16,"Michael Bortone","US0239","Mikey B",34,"Los Angeles","California","ENTP",4,11,4,"4th voted out",NA,"Airai"
"US","US16","Survivor: Micronesia",16,"Yau-Man Chan","US0218","Yau-Man",55,"Martinez","California","INTP",3,8,3,"3rd voted out",NA,"Malakal"
"US","US16","Survivor: Micronesia",16,"Mary Sartain","US0238","Mary",29,"Emeryville","California","ISFJ",2,6,2,"2nd voted out",NA,"Airai"
"US","US16","Survivor: Micronesia",16,"Jon Dalton","US0111","Jonny Fairplay",33,"Los Angeles","California","ENTP",1,3,1,"1st voted out",NA,"Malakal"
"US","US17","Survivor: Gabon",17,"Robert Crowley","US0265","Bob",57,"South Portland","Maine","INTP",14,39,18,"Sole Survivor",NA,"Kota"
"US","US17","Survivor: Gabon",17,"Susie Smith","US0264","Susie",47,"Charles City","Iowa","ISFJ",14,39,17,"Runner-up",NA,"Fang"
"US","US17","Survivor: Gabon",17,"Jessica Kiper","US0263","Sugar",29,"Brooklyn","New York","ENFP",14,39,16,"2nd runner-up",NA,"Kota"
"US","US17","Survivor: Gabon",17,"Matty Whitmore","US0262","Matty",29,"Pacific Palisades","California","ESFP",13,38,15,"15th voted out","7th jury member","Fang"
"US","US17","Survivor: Gabon",17,"Ken Hoang","US0261","Ken",22,"Westminster","California","INTP",13,37,14,"14th voted out","6th jury member","Fang"
"US","US17","Survivor: Gabon",17,"Crystal Cox","US0260","Crystal",29,"Durham","North Carolina","ESFP",12,36,13,"13th voted out","5th jury member","Fang"
"US","US17","Survivor: Gabon",17,"Corinne Kaplan","US0259","Corinne",29,"Los Angeles","California","ENTJ",11,33,12,"12th voted out","4th jury member","Kota"
"US","US17","Survivor: Gabon",17,"Randy Bailey","US0258","Randy",49,"Eagle Rock","Missouri","INTJ",9,30,11,"11th voted out","3rd jury member","Fang"
"US","US17","Survivor: Gabon",17,"Charlie Herschel","US0257","Charlie",29,"New York City","New York","ENFP",8,27,10,"10th voted out","2nd jury member","Kota"
"US","US17","Survivor: Gabon",17,"Marcus Lehman","US0256","Marcus",28,"Atlanta","Georgia","ENTJ",7,24,9,"9th voted out","1st jury member","Kota"
"US","US17","Survivor: Gabon",17,"Dan Kay","US0255","Dan",32,"Boston","Massachusetts","ISFP",6,21,8,"8th voted out",NA,"Fang"
"US","US17","Survivor: Gabon",17,"Ace Gordon","US0254","Ace",27,"Naples","Florida","INTJ",6,21,7,"7th voted out",NA,"Kota"
"US","US17","Survivor: Gabon",17,"Kelly Czarnecki","US0253","Kelly",22,"Buffalo Grove","Illinois","INFP",5,18,6,"6th voted out",NA,"Kota"
"US","US17","Survivor: Gabon",17,"Danny Brown","US0252","GC",25,"Portland","Oregon","INFP",4,15,5,"5th voted out",NA,"Fang"
"US","US17","Survivor: Gabon",17,"Jacquie Berg","US0251","Jacquie",25,"Santa Barbara","California","ENFJ",3,12,4,"4th voted out",NA,"Kota"
"US","US17","Survivor: Gabon",17,"Paloma Soto-Castillo","US0250","Paloma",23,"Downey","California","ENFP",2,9,3,"3rd voted out",NA,"Kota"
"US","US17","Survivor: Gabon",17,"Gillian Larson","US0249","Gillian",61,"Temecula","California","ENFP",1,6,2,"2nd voted out",NA,"Fang"
"US","US17","Survivor: Gabon",17,"Michelle Chase","US0248","Michelle",24,"Los Angeles","California","INTP",1,3,1,"1st voted out",NA,"Fang"
"US","US18","Survivor: Tocantins",18,"James Thomas Jr.","US0281","J.T.",24,"Mobile","Alabama","ESTP",15,39,16,"Sole Survivor",NA,"Jalapao"
"US","US18","Survivor: Tocantins",18,"Stephen Fishbach","US0280","Stephen",29,"New York City","New York","INTP",15,39,15,"Runner-up",NA,"Jalapao"
"US","US18","Survivor: Tocantins",18,"Erinn Lobdell","US0279","Erinn",26,"Milwaukee","Wisconsin","ENFP",14,38,14,"13th voted out","7th jury member","Timbira"
"US","US18","Survivor: Tocantins",18,"Tamara Johnson-George","US0278","Taj",37,"Nashville","Tennessee","ENFJ",14,37,13,"12th voted out","6th jury member","Jalapao"
"US","US18","Survivor: Tocantins",18,"Benjamin Wade","US0277","Coach",37,"Bolivar","Missouri","ENFJ",13,36,12,"11th voted out","5th jury member","Timbira"
"US","US18","Survivor: Tocantins",18,"Debra Beebe","US0276","Debbie",46,"Auburn","Alabama","ESFJ",12,33,11,"10th voted out","4th jury member","Timbira"
"US","US18","Survivor: Tocantins",18,"Sierra Reed","US0275","Sierra",23,"Los Angeles","California","INFP",11,30,10,"9th voted out","3rd jury member","Timbira"
"US","US18","Survivor: Tocantins",18,"Tyson Apostol","US0274","Tyson",29,"Heber City","Utah","ESTP",10,27,9,"8th voted out","2nd jury member","Timbira"
"US","US18","Survivor: Tocantins",18,"Brendan Synnott","US0273","Brendan",30,"Vail","Colorado","ENTP",9,24,8,"7th voted out","1st jury member","Timbira"
"US","US18","Survivor: Tocantins",18,"Joe Dowdle","US0272","Joe",26,"Austin","Texas","ISTJ",8,20,7,"Medically evacuated",NA,"Jalapao"
"US","US18","Survivor: Tocantins",18,"Sydney Wheeler","US0271","Sydney",24,"San Diego","California","ISFP",7,18,6,"6th voted out",NA,"Jalapao"
"US","US18","Survivor: Tocantins",18,"Spencer Duhm","US0270","Spencer",19,"Gainesville","Florida","INFP",5,15,5,"5th voted out",NA,"Jalapao"
"US","US18","Survivor: Tocantins",18,"Sandy Burgin","US0269","Sandy",53,"Louisville","Kentucky","ESFP",4,12,4,"4th voted out",NA,"Jalapao"
"US","US18","Survivor: Tocantins",18,"Jerry Sims","US0268","Jerry",49,"Rock Hill","South Carolina","ISTJ",3,9,3,"3rd voted out",NA,"Timbira"
"US","US18","Survivor: Tocantins",18,"Candace Smith","US0267","Candace",31,"Los Angeles","California","ISTJ",2,6,2,"2nd voted out",NA,"Timbira"
"US","US18","Survivor: Tocantins",18,"Carolina Eastwood","US0266","Carolina",26,"West Hollywood","California","ESTJ",1,3,1,"1st voted out",NA,"Jalapao"
"US","US19","Survivor: Samoa",19,"Natalie White","US0301","Natalie",26,"Van Buren","Arkansas","ISFJ",16,39,20,"Sole Survivor",NA,"Foa Foa"
"US","US19","Survivor: Samoa",19,"Russell Hantz","US0300","Russell H.",36,"Dayton","Texas","ESTJ",16,39,19,"Runner-up",NA,"Foa Foa"
"US","US19","Survivor: Samoa",19,"Mick Trimming","US0299","Mick",33,"Los Angeles","California","INTP",16,39,18,"2nd runner-up",NA,"Foa Foa"
"US","US19","Survivor: Samoa",19,"Brett Clouser","US0298","Brett",23,"Los Angeles","California","ISFP",15,38,17,"15th voted out","9th jury member","Galu"
"US","US19","Survivor: Samoa",19,"Jaison Robinson","US0297","Jaison",28,"Chicago","Illinois","INTJ",15,37,16,"14th voted out","8th jury member","Foa Foa"
"US","US19","Survivor: Samoa",19,"Shannon Waters","US0296","Shambo",45,"Renton","Washington","ESFP",14,36,15,"13th voted out","7th jury member","Galu"
"US","US19","Survivor: Samoa",19,"Monica Padilla","US0295","Monica",25,"San Diego","California","ENFP",13,33,14,"12th voted out","6th jury member","Galu"
"US","US19","Survivor: Samoa",19,"Dave Ball","US0294","Dave",38,"Los Angeles","California","INTP",13,31,13,"11th voted out","5th jury member","Galu"
"US","US19","Survivor: Samoa",19,"John Fincher","US0293","John",25,"Santa Monica","California","INTP",12,30,12,"10th voted out","4th jury member","Galu"
"US","US19","Survivor: Samoa",19,"Laura Morett","US0292","Laura",39,"Salem","Oregon","ENFJ",10,27,11,"9th voted out","3rd jury member","Galu"
"US","US19","Survivor: Samoa",19,"Kelly Sharbaugh","US0291","Kelly",25,"San Diego","California","ISFP",9,24,10,"8th voted out","2nd jury member","Galu"
"US","US19","Survivor: Samoa",19,"Erik Cardona","US0290","Erik",28,"Los Angeles","California","ENTP",8,21,9,"7th voted out","1st jury member","Galu"
"US","US19","Survivor: Samoa",19,"Elizabeth Kim","US0289","Liz",33,"New York City","New York","INTP",7,18,8,"6th voted out",NA,"Foa Foa"
"US","US19","Survivor: Samoa",19,"Russell Swan","US0288","Russell S.",42,"Glenside","Pennsylvania","ESFJ",6,15,7,"Medically evacuated",NA,"Galu"
"US","US19","Survivor: Samoa",19,"Ashley Trainer","US0287","Ashley",22,"Maple Grove","Minnesota","ENFP",5,14,6,"5th voted out",NA,"Foa Foa"
"US","US19","Survivor: Samoa",19,"Yasmin Giles","US0286","Yasmin",33,"Los Angeles","California","ESFP",4,11,5,"4th voted out",NA,"Galu"
"US","US19","Survivor: Samoa",19,"Ben Browning","US0285","Ben",28,"Los Angeles","California","ESTP",3,8,4,"3rd voted out",NA,"Foa Foa"
"US","US19","Survivor: Samoa",19,"Betsy Bolan","US0284","Betsy",48,"Campton","New Hampshire","ESTJ",2,6,3,"2nd voted out",NA,"Foa Foa"
"US","US19","Survivor: Samoa",19,"Mike Borassi","US0283","Mike",62,"Marina del Rey","California","ESTP",2,5,2,"Medically evacuated",NA,"Foa Foa"
"US","US19","Survivor: Samoa",19,"Marisa Calihan","US0282","Marisa",26,"Cincinnati","Ohio","INFP",1,3,1,"1st voted out",NA,"Foa Foa"
"US","US20","Survivor: Heroes vs. Villains",20,"Sandra Diaz-Twine","US0112","Sandra",35,"Fayetteville","North Carolina","ESTP",15,39,20,"Sole Survivor",NA,"Villains"
"US","US20","Survivor: Heroes vs. Villains",20,"Parvati Shallow","US0197","Parvati",26,"Los Angeles","California","ENFJ",15,39,19,"Runner-up",NA,"Villains"
"US","US20","Survivor: Heroes vs. Villains",20,"Russell Hantz","US0300","Russell",36,"Dayton","Texas","ESTJ",15,39,18,"2nd Runner-up",NA,"Villains"
"US","US20","Survivor: Heroes vs. Villains",20,"Jerri Manthey","US0025","Jerri",38,"Los Angeles","California","ESFP",14,38,17,"17th voted out","9th jury member","Villains"
"US","US20","Survivor: Heroes vs. Villains",20,"Colby Donaldson","US0031","Colby",35,"Los Angeles","California","ISTP",14,37,16,"16th voted out","8th jury member","Heroes"
"US","US20","Survivor: Heroes vs. Villains",20,"Rupert Boneham","US0107","Rupert",45,"Indianapolis","Indiana","ESFJ",13,36,15,"15th voted out","7th jury member","Heroes"
"US","US20","Survivor: Heroes vs. Villains",20,"Danielle DiLorenzo","US0181","Danielle",28,"Los Angeles","California","ESFP",12,33,14,"14th voted out","6th jury member","Villains"
"US","US20","Survivor: Heroes vs. Villains",20,"Candice Woodcock","US0195","Candice",26,"Washington","D.C.","ISTJ",12,31,13,"13th voted out","5th jury member","Heroes"
"US","US20","Survivor: Heroes vs. Villains",20,"Amanda Kimmel","US0235","Amanda",25,"Los Angeles","California","ISFP",11,30,12,"12th voted out","4th jury member","Heroes"
"US","US20","Survivor: Heroes vs. Villains",20,"James Thomas Jr.","US0281","J.T.",25,"Mobile","Alabama","ESTP",10,27,11,"11th voted out","3rd jury member","Heroes"
"US","US20","Survivor: Heroes vs. Villains",20,"Courtney Yates","US0236","Courtney",28,"New York City","New York","ENTP",9,24,10,"10th voted out","2nd jury member","Villains"
