"version","version_season","season_name","season","episode","day","tribe_status","tribe","castaway","immunity","vote","vote_event","split_vote","nullified","tie","voted_out","order","vote_order","castaway_id","vote_id","voted_out_id"
"US","US14","Survivor: Fiji",14,1,3,"Original","Ravu","Earl",NA,"Jessica",NA,NA,FALSE,FALSE,"Jessica",1,1,"US0221","US0203","US0203"
"US","US14","Survivor: Fiji",14,2,6,"Original","Ravu","Erica",NA,"Sylvia",NA,NA,FALSE,FALSE,"Erica",2,1,"US0204","US0205","US0204"
"US","US14","Survivor: Fiji",14,2,6,"Original","Ravu","Sylvia",NA,"Erica",NA,NA,FALSE,FALSE,"Erica",2,1,"US0205","US0204","US0204"
"US","US14","Survivor: Fiji",14,2,6,"Original","Ravu","Rita",NA,"Erica",NA,NA,FALSE,FALSE,"Erica",2,1,"US0208","US0204","US0204"
"US","US14","Survivor: Fiji",14,2,6,"Original","Ravu","Anthony",NA,"Sylvia",NA,NA,FALSE,FALSE,"Erica",2,1,"US0209","US0205","US0204"
"US","US14","Survivor: Fiji",14,2,6,"Original","Ravu","Rocky",NA,"Erica",NA,NA,FALSE,FALSE,"Erica",2,1,"US0210","US0204","US0204"
"US","US14","Survivor: Fiji",14,2,6,"Original","Ravu","Michelle",NA,"Erica",NA,NA,FALSE,FALSE,"Erica",2,1,"US0212","US0204","US0204"
"US","US14","Survivor: Fiji",14,2,6,"Original","Ravu","Mookie",NA,"Erica",NA,NA,FALSE,FALSE,"Erica",2,1,"US0214","US0204","US0204"
"US","US14","Survivor: Fiji",14,2,6,"Original","Ravu","Yau-Man",NA,"Erica",NA,NA,FALSE,FALSE,"Erica",2,1,"US0218","US0204","US0204"
"US","US14","Survivor: Fiji",14,2,6,"Original","Ravu","Earl",NA,NA,"Exiled",NA,FALSE,FALSE,"Erica",2,1,"US0221",NA,"US0204"
"US","US14","Survivor: Fiji",14,3,8,"Original","Ravu","Sylvia",NA,"Anthony",NA,NA,FALSE,FALSE,"Sylvia",3,1,"US0205","US0209","US0205"
"US","US14","Survivor: Fiji",14,3,8,"Original","Ravu","Rita",NA,"Earl",NA,NA,FALSE,FALSE,"Sylvia",3,1,"US0208","US0221","US0205"
"US","US14","Survivor: Fiji",14,3,8,"Original","Ravu","Anthony",NA,"Sylvia",NA,NA,FALSE,FALSE,"Sylvia",3,1,"US0209","US0205","US0205"
"US","US14","Survivor: Fiji",14,3,8,"Original","Ravu","Rocky",NA,"Anthony",NA,NA,FALSE,FALSE,"Sylvia",3,1,"US0210","US0209","US0205"
"US","US14","Survivor: Fiji",14,3,8,"Original","Ravu","Michelle",NA,"Sylvia",NA,NA,FALSE,FALSE,"Sylvia",3,1,"US0212","US0205","US0205"
"US","US14","Survivor: Fiji",14,3,8,"Original","Ravu","Mookie",NA,"Anthony",NA,NA,FALSE,FALSE,"Sylvia",3,1,"US0214","US0209","US0205"
"US","US14","Survivor: Fiji",14,3,8,"Original","Ravu","Yau-Man",NA,"Sylvia",NA,NA,FALSE,FALSE,"Sylvia",3,1,"US0218","US0205","US0205"
"US","US14","Survivor: Fiji",14,3,8,"Original","Ravu","Earl",NA,"Sylvia",NA,NA,FALSE,FALSE,"Sylvia",3,1,"US0221","US0205","US0205"
"US","US14","Survivor: Fiji",14,4,11,"Original","Moto","Liliana",NA,"Cassandra",NA,NA,FALSE,FALSE,"Liliana",5,1,"US0207","US0220","US0207"
"US","US14","Survivor: Fiji",14,4,11,"Original","Moto","Lisi",NA,"Liliana",NA,NA,FALSE,FALSE,"Liliana",5,1,"US0211","US0207","US0207"
"US","US14","Survivor: Fiji",14,4,11,"Original","Moto","Edgardo",NA,"Liliana",NA,NA,FALSE,FALSE,"Liliana",5,1,"US0213","US0207","US0207"
"US","US14","Survivor: Fiji",14,4,11,"Original","Moto","Alex",NA,"Liliana",NA,NA,FALSE,FALSE,"Liliana",5,1,"US0215","US0207","US0207"
"US","US14","Survivor: Fiji",14,4,11,"Original","Moto","Stacy",NA,"Liliana",NA,NA,FALSE,FALSE,"Liliana",5,1,"US0216","US0207","US0207"
"US","US14","Survivor: Fiji",14,4,11,"Original","Moto","Boo",NA,"Liliana",NA,NA,FALSE,FALSE,"Liliana",5,1,"US0217","US0207","US0207"
"US","US14","Survivor: Fiji",14,4,11,"Original","Moto","Dreamz",NA,"Liliana",NA,NA,FALSE,FALSE,"Liliana",5,1,"US0219","US0207","US0207"
"US","US14","Survivor: Fiji",14,4,11,"Original","Moto","Cassandra",NA,"Lisi",NA,NA,FALSE,FALSE,"Liliana",5,1,"US0220","US0211","US0207"
"US","US14","Survivor: Fiji",14,5,14,"Original","Ravu","Rita",NA,"Anthony",NA,NA,FALSE,FALSE,"Rita",6,1,"US0208","US0209","US0208"
"US","US14","Survivor: Fiji",14,5,14,"Original","Ravu","Anthony",NA,"Rita",NA,NA,FALSE,FALSE,"Rita",6,1,"US0209","US0208","US0208"
"US","US14","Survivor: Fiji",14,5,14,"Original","Ravu","Rocky",NA,"Rita",NA,NA,FALSE,FALSE,"Rita",6,1,"US0210","US0208","US0208"
"US","US14","Survivor: Fiji",14,5,14,"Original","Ravu","Michelle",NA,"Anthony",NA,NA,FALSE,FALSE,"Rita",6,1,"US0212","US0209","US0208"
"US","US14","Survivor: Fiji",14,5,14,"Original","Ravu","Mookie",NA,"Rita",NA,NA,FALSE,FALSE,"Rita",6,1,"US0214","US0208","US0208"
"US","US14","Survivor: Fiji",14,5,14,"Original","Ravu","Yau-Man",NA,"Rita",NA,NA,FALSE,FALSE,"Rita",6,1,"US0218","US0208","US0208"
"US","US14","Survivor: Fiji",14,5,14,"Original","Ravu","Earl",NA,"Rita",NA,NA,FALSE,FALSE,"Rita",6,1,"US0221","US0208","US0208"
"US","US14","Survivor: Fiji",14,6,16,"Swapped","Ravu","Anthony",NA,"Rocky",NA,NA,FALSE,FALSE,"Anthony",7,1,"US0209","US0210","US0209"
"US","US14","Survivor: Fiji",14,6,16,"Swapped","Ravu","Rocky",NA,"Anthony",NA,NA,FALSE,FALSE,"Anthony",7,1,"US0210","US0209","US0209"
"US","US14","Survivor: Fiji",14,6,16,"Swapped","Ravu","Lisi",NA,NA,"Exiled",NA,FALSE,FALSE,"Anthony",7,1,"US0211",NA,"US0209"
"US","US14","Survivor: Fiji",14,6,16,"Swapped","Ravu","Edgardo",NA,"Anthony",NA,NA,FALSE,FALSE,"Anthony",7,1,"US0213","US0209","US0209"
"US","US14","Survivor: Fiji",14,6,16,"Swapped","Ravu","Mookie",NA,"Anthony",NA,NA,FALSE,FALSE,"Anthony",7,1,"US0214","US0209","US0209"
"US","US14","Survivor: Fiji",14,6,16,"Swapped","Ravu","Alex",NA,"Anthony",NA,NA,FALSE,FALSE,"Anthony",7,1,"US0215","US0209","US0209"
"US","US14","Survivor: Fiji",14,6,16,"Swapped","Ravu","Dreamz",NA,"Anthony",NA,NA,FALSE,FALSE,"Anthony",7,1,"US0219","US0209","US0209"
"US","US14","Survivor: Fiji",14,7,19,"Swapped","Ravu","Rocky",NA,"Lisi",NA,NA,FALSE,FALSE,"Rocky",8,1,"US0210","US0211","US0210"
"US","US14","Survivor: Fiji",14,7,19,"Swapped","Ravu","Lisi",NA,"Rocky",NA,NA,FALSE,FALSE,"Rocky",8,1,"US0211","US0210","US0210"
"US","US14","Survivor: Fiji",14,7,19,"Swapped","Ravu","Edgardo",NA,"Rocky",NA,NA,FALSE,FALSE,"Rocky",8,1,"US0213","US0210","US0210"
"US","US14","Survivor: Fiji",14,7,19,"Swapped","Ravu","Mookie",NA,"Lisi",NA,NA,FALSE,FALSE,"Rocky",8,1,"US0214","US0211","US0210"
"US","US14","Survivor: Fiji",14,7,19,"Swapped","Ravu","Alex",NA,"Rocky",NA,NA,FALSE,FALSE,"Rocky",8,1,"US0215","US0210","US0210"
"US","US14","Survivor: Fiji",14,7,19,"Swapped","Ravu","Dreamz",NA,"Rocky",NA,NA,FALSE,FALSE,"Rocky",8,1,"US0219","US0210","US0210"
"US","US14","Survivor: Fiji",14,8,21,"Swapped","Ravu","Lisi",NA,"Dreamz",NA,NA,FALSE,FALSE,"Lisi",9,1,"US0211","US0219","US0211"
"US","US14","Survivor: Fiji",14,8,21,"Swapped","Ravu","Edgardo",NA,"Lisi",NA,NA,FALSE,FALSE,"Lisi",9,1,"US0213","US0211","US0211"
"US","US14","Survivor: Fiji",14,8,21,"Swapped","Ravu","Mookie",NA,"Lisi",NA,NA,FALSE,FALSE,"Lisi",9,1,"US0214","US0211","US0211"
"US","US14","Survivor: Fiji",14,8,21,"Swapped","Ravu","Alex",NA,"Lisi",NA,NA,FALSE,FALSE,"Lisi",9,1,"US0215","US0211","US0211"
"US","US14","Survivor: Fiji",14,8,21,"Swapped","Ravu","Dreamz",NA,"Lisi",NA,NA,FALSE,FALSE,"Lisi",9,1,"US0219","US0211","US0211"
"US","US14","Survivor: Fiji",14,9,24,"Merged","Bula Bula","Michelle",NA,"Stacy",NA,NA,FALSE,FALSE,"Michelle",10,1,"US0212","US0216","US0212"
"US","US14","Survivor: Fiji",14,9,24,"Merged","Bula Bula","Edgardo",NA,NA,"Immune",NA,FALSE,FALSE,"Michelle",10,1,"US0213",NA,"US0212"
"US","US14","Survivor: Fiji",14,9,24,"Merged","Bula Bula","Mookie",NA,"Stacy",NA,NA,FALSE,FALSE,"Michelle",10,1,"US0214","US0216","US0212"
"US","US14","Survivor: Fiji",14,9,24,"Merged","Bula Bula","Alex",NA,"Michelle",NA,NA,FALSE,FALSE,"Michelle",10,1,"US0215","US0212","US0212"
"US","US14","Survivor: Fiji",14,9,24,"Merged","Bula Bula","Stacy",NA,"Michelle",NA,NA,FALSE,FALSE,"Michelle",10,1,"US0216","US0212","US0212"
"US","US14","Survivor: Fiji",14,9,24,"Merged","Bula Bula","Boo","Individual",NA,"Immune",NA,FALSE,FALSE,"Michelle",10,1,"US0217",NA,"US0212"
"US","US14","Survivor: Fiji",14,9,24,"Merged","Bula Bula","Yau-Man",NA,NA,"Immune",NA,FALSE,FALSE,"Michelle",10,1,"US0218",NA,"US0212"
"US","US14","Survivor: Fiji",14,9,24,"Merged","Bula Bula","Dreamz",NA,"Michelle",NA,NA,FALSE,FALSE,"Michelle",10,1,"US0219","US0212","US0212"
"US","US14","Survivor: Fiji",14,9,24,"Merged","Bula Bula","Cassandra",NA,NA,"Immune",NA,FALSE,FALSE,"Michelle",10,1,"US0220",NA,"US0212"
"US","US14","Survivor: Fiji",14,9,24,"Merged","Bula Bula","Earl",NA,NA,"Immune",NA,FALSE,FALSE,"Michelle",10,1,"US0221",NA,"US0212"
"US","US14","Survivor: Fiji",14,10,27,"Merged","Bula Bula","Edgardo",NA,"Cassandra",NA,NA,FALSE,FALSE,"Edgardo",11,1,"US0213","US0220","US0213"
"US","US14","Survivor: Fiji",14,10,27,"Merged","Bula Bula","Mookie",NA,"Cassandra",NA,NA,FALSE,FALSE,"Edgardo",11,1,"US0214","US0220","US0213"
"US","US14","Survivor: Fiji",14,10,27,"Merged","Bula Bula","Alex","Hidden","Cassandra",NA,NA,FALSE,FALSE,"Edgardo",11,1,"US0215","US0220","US0213"
"US","US14","Survivor: Fiji",14,10,27,"Merged","Bula Bula","Stacy",NA,"Edgardo",NA,NA,FALSE,FALSE,"Edgardo",11,1,"US0216","US0213","US0213"
"US","US14","Survivor: Fiji",14,10,27,"Merged","Bula Bula","Boo",NA,"Edgardo",NA,NA,FALSE,FALSE,"Edgardo",11,1,"US0217","US0213","US0213"
"US","US14","Survivor: Fiji",14,10,27,"Merged","Bula Bula","Yau-Man",NA,"Edgardo",NA,NA,FALSE,FALSE,"Edgardo",11,1,"US0218","US0213","US0213"
"US","US14","Survivor: Fiji",14,10,27,"Merged","Bula Bula","Dreamz",NA,"Mookie",NA,NA,FALSE,FALSE,"Edgardo",11,1,"US0219","US0214","US0213"
"US","US14","Survivor: Fiji",14,10,27,"Merged","Bula Bula","Cassandra",NA,"Edgardo",NA,NA,FALSE,FALSE,"Edgardo",11,1,"US0220","US0213","US0213"
"US","US14","Survivor: Fiji",14,10,27,"Merged","Bula Bula","Earl",NA,"Edgardo",NA,NA,FALSE,FALSE,"Edgardo",11,1,"US0221","US0213","US0213"
"US","US14","Survivor: Fiji",14,11,30,"Merged","Bula Bula","Mookie",NA,"Boo",NA,NA,FALSE,FALSE,"Mookie",12,1,"US0214","US0217","US0214"
"US","US14","Survivor: Fiji",14,11,30,"Merged","Bula Bula","Alex",NA,"Mookie",NA,"Alex, Mookie",FALSE,FALSE,"Mookie",12,1,"US0215","US0214","US0214"
"US","US14","Survivor: Fiji",14,11,30,"Merged","Bula Bula","Stacy","Individual","Alex",NA,"Alex, Mookie",FALSE,FALSE,"Mookie",12,1,"US0216","US0215","US0214"
"US","US14","Survivor: Fiji",14,11,30,"Merged","Bula Bula","Boo",NA,"Mookie",NA,"Alex, Mookie",FALSE,FALSE,"Mookie",12,1,"US0217","US0214","US0214"
"US","US14","Survivor: Fiji",14,11,30,"Merged","Bula Bula","Yau-Man",NA,"Alex",NA,"Alex, Mookie",FALSE,FALSE,"Mookie",12,1,"US0218","US0215","US0214"
"US","US14","Survivor: Fiji",14,11,30,"Merged","Bula Bula","Dreamz",NA,"Mookie",NA,"Alex, Mookie",FALSE,FALSE,"Mookie",12,1,"US0219","US0214","US0214"
"US","US14","Survivor: Fiji",14,11,30,"Merged","Bula Bula","Cassandra",NA,"Mookie",NA,"Alex, Mookie",FALSE,FALSE,"Mookie",12,1,"US0220","US0214","US0214"
"US","US14","Survivor: Fiji",14,11,30,"Merged","Bula Bula","Earl",NA,"Alex",NA,"Alex, Mookie",FALSE,FALSE,"Mookie",12,1,"US0221","US0215","US0214"
"US","US14","Survivor: Fiji",14,12,33,"Merged","Bula Bula","Alex",NA,"Yau-Man",NA,NA,FALSE,FALSE,"Alex",13,1,"US0215","US0218","US0215"
"US","US14","Survivor: Fiji",14,12,33,"Merged","Bula Bula","Stacy",NA,"Alex",NA,NA,FALSE,FALSE,"Alex",13,1,"US0216","US0215","US0215"
"US","US14","Survivor: Fiji",14,12,33,"Merged","Bula Bula","Boo","Individual","Alex",NA,NA,FALSE,FALSE,"Alex",13,1,"US0217","US0215","US0215"
"US","US14","Survivor: Fiji",14,12,33,"Merged","Bula Bula","Yau-Man",NA,"Alex",NA,NA,FALSE,FALSE,"Alex",13,1,"US0218","US0215","US0215"
"US","US14","Survivor: Fiji",14,12,33,"Merged","Bula Bula","Dreamz",NA,"Alex",NA,NA,FALSE,FALSE,"Alex",13,1,"US0219","US0215","US0215"
"US","US14","Survivor: Fiji",14,12,33,"Merged","Bula Bula","Cassandra",NA,"Alex",NA,NA,FALSE,FALSE,"Alex",13,1,"US0220","US0215","US0215"
"US","US14","Survivor: Fiji",14,12,33,"Merged","Bula Bula","Earl",NA,"Alex",NA,NA,FALSE,FALSE,"Alex",13,1,"US0221","US0215","US0215"
"US","US14","Survivor: Fiji",14,13,36,"Merged","Bula Bula","Stacy",NA,"Yau-Man",NA,NA,TRUE,FALSE,"Stacy",14,1,"US0216","US0218","US0216"
"US","US14","Survivor: Fiji",14,13,36,"Merged","Bula Bula","Boo","Individual","Yau-Man",NA,NA,TRUE,FALSE,"Stacy",14,1,"US0217","US0218","US0216"
"US","US14","Survivor: Fiji",14,13,36,"Merged","Bula Bula","Yau-Man","Hidden","Stacy",NA,NA,FALSE,FALSE,"Stacy",14,1,"US0218","US0216","US0216"
"US","US14","Survivor: Fiji",14,13,36,"Merged","Bula Bula","Dreamz",NA,"Yau-Man",NA,NA,TRUE,FALSE,"Stacy",14,1,"US0219","US0218","US0216"
"US","US14","Survivor: Fiji",14,13,36,"Merged","Bula Bula","Cassandra",NA,"Yau-Man",NA,NA,TRUE,FALSE,"Stacy",14,1,"US0220","US0218","US0216"
"US","US14","Survivor: Fiji",14,13,36,"Merged","Bula Bula","Earl",NA,"Stacy",NA,NA,FALSE,FALSE,"Stacy",14,1,"US0221","US0216","US0216"
"US","US14","Survivor: Fiji",14,14,37,"Merged","Bula Bula","Boo",NA,"Dreamz",NA,NA,FALSE,FALSE,"Boo",15,1,"US0217","US0219","US0217"
"US","US14","Survivor: Fiji",14,14,37,"Merged","Bula Bula","Yau-Man",NA,"Boo",NA,NA,FALSE,FALSE,"Boo",15,1,"US0218","US0217","US0217"
"US","US14","Survivor: Fiji",14,14,37,"Merged","Bula Bula","Dreamz",NA,"Boo",NA,NA,FALSE,FALSE,"Boo",15,1,"US0219","US0217","US0217"
"US","US14","Survivor: Fiji",14,14,37,"Merged","Bula Bula","Cassandra",NA,"Boo",NA,NA,FALSE,FALSE,"Boo",15,1,"US0220","US0217","US0217"
"US","US14","Survivor: Fiji",14,14,37,"Merged","Bula Bula","Earl","Hidden","Boo",NA,NA,FALSE,FALSE,"Boo",15,1,"US0221","US0217","US0217"
"US","US14","Survivor: Fiji",14,14,38,"Merged","Bula Bula","Yau-Man",NA,"Cassandra",NA,NA,FALSE,FALSE,"Yau-Man",16,1,"US0218","US0220","US0218"
"US","US14","Survivor: Fiji",14,14,38,"Merged","Bula Bula","Dreamz","Individual","Yau-Man",NA,NA,FALSE,FALSE,"Yau-Man",16,1,"US0219","US0218","US0218"
"US","US14","Survivor: Fiji",14,14,38,"Merged","Bula Bula","Cassandra",NA,"Yau-Man",NA,NA,FALSE,FALSE,"Yau-Man",16,1,"US0220","US0218","US0218"
"US","US14","Survivor: Fiji",14,14,38,"Merged","Bula Bula","Earl",NA,"Yau-Man",NA,NA,FALSE,FALSE,"Yau-Man",16,1,"US0221","US0218","US0218"
"US","US15","Survivor: China",15,1,3,"Original","Zhan Hu","Chicken",NA,"Ashley",NA,NA,FALSE,FALSE,"Chicken",1,1,"US0222","US0223","US0222"
"US","US15","Survivor: China",15,1,3,"Original","Zhan Hu","Ashley",NA,"Peih-Gee",NA,NA,FALSE,FALSE,"Chicken",1,1,"US0223","US0233","US0222"
"US","US15","Survivor: China",15,1,3,"Original","Zhan Hu","Dave",NA,"Ashley",NA,NA,FALSE,FALSE,"Chicken",1,1,"US0225","US0223","US0222"
"US","US15","Survivor: China",15,1,3,"Original","Zhan Hu","Sherea",NA,"Chicken",NA,NA,FALSE,FALSE,"Chicken",1,1,"US0227","US0222","US0222"
"US","US15","Survivor: China",15,1,3,"Original","Zhan Hu","Jaime",NA,"Chicken",NA,NA,FALSE,FALSE,"Chicken",1,1,"US0228","US0222","US0222"
"US","US15","Survivor: China",15,1,3,"Original","Zhan Hu","Frosti",NA,"Chicken",NA,NA,FALSE,FALSE,"Chicken",1,1,"US0230","US0222","US0222"
"US","US15","Survivor: China",15,1,3,"Original","Zhan Hu","Erik",NA,"Chicken",NA,NA,FALSE,FALSE,"Chicken",1,1,"US0232","US0222","US0222"
"US","US15","Survivor: China",15,1,3,"Original","Zhan Hu","Peih-Gee",NA,"Chicken",NA,NA,FALSE,FALSE,"Chicken",1,1,"US0233","US0222","US0222"
"US","US15","Survivor: China",15,2,6,"Original","Zhan Hu","Ashley",NA,"Dave",NA,NA,FALSE,FALSE,"Ashley",2,1,"US0223","US0225","US0223"
"US","US15","Survivor: China",15,2,6,"Original","Zhan Hu","Dave",NA,"Ashley",NA,NA,FALSE,FALSE,"Ashley",2,1,"US0225","US0223","US0223"
"US","US15","Survivor: China",15,2,6,"Original","Zhan Hu","Sherea",NA,"Ashley",NA,NA,FALSE,FALSE,"Ashley",2,1,"US0227","US0223","US0223"
"US","US15","Survivor: China",15,2,6,"Original","Zhan Hu","Jaime",NA,"Ashley",NA,NA,FALSE,FALSE,"Ashley",2,1,"US0228","US0223","US0223"
"US","US15","Survivor: China",15,2,6,"Original","Zhan Hu","Frosti",NA,"Ashley",NA,NA,FALSE,FALSE,"Ashley",2,1,"US0230","US0223","US0223"
"US","US15","Survivor: China",15,2,6,"Original","Zhan Hu","Erik",NA,"Ashley",NA,NA,FALSE,FALSE,"Ashley",2,1,"US0232","US0223","US0223"
"US","US15","Survivor: China",15,2,6,"Original","Zhan Hu","Peih-Gee",NA,"Ashley",NA,NA,FALSE,FALSE,"Ashley",2,1,"US0233","US0223","US0223"
"US","US15","Survivor: China",15,3,9,"Original","Fei Long","Leslie",NA,"Jean-Robert",NA,NA,FALSE,FALSE,"Leslie",3,1,"US0224","US0229","US0224"
"US","US15","Survivor: China",15,3,9,"Original","Fei Long","Aaron",NA,"Leslie",NA,NA,FALSE,FALSE,"Leslie",3,1,"US0226","US0224","US0224"
"US","US15","Survivor: China",15,3,9,"Original","Fei Long","Jean-Robert",NA,"Leslie",NA,NA,FALSE,FALSE,"Leslie",3,1,"US0229","US0224","US0224"
"US","US15","Survivor: China",15,3,9,"Original","Fei Long","James",NA,"Leslie",NA,NA,FALSE,FALSE,"Leslie",3,1,"US0231","US0224","US0224"
"US","US15","Survivor: China",15,3,9,"Original","Fei Long","Denise",NA,"Leslie",NA,NA,FALSE,FALSE,"Leslie",3,1,"US0234","US0224","US0224"
"US","US15","Survivor: China",15,3,9,"Original","Fei Long","Amanda",NA,"Leslie",NA,NA,FALSE,FALSE,"Leslie",3,1,"US0235","US0224","US0224"
"US","US15","Survivor: China",15,3,9,"Original","Fei Long","Courtney",NA,"Jean-Robert",NA,NA,FALSE,FALSE,"Leslie",3,1,"US0236","US0229","US0224"
"US","US15","Survivor: China",15,3,9,"Original","Fei Long","Todd",NA,"Leslie",NA,NA,FALSE,FALSE,"Leslie",3,1,"US0237","US0224","US0224"
"US","US15","Survivor: China",15,4,12,"Original","Zhan Hu","Dave",NA,"Sherea",NA,NA,FALSE,FALSE,"Dave",4,1,"US0225","US0227","US0225"
"US","US15","Survivor: China",15,4,12,"Original","Zhan Hu","Sherea",NA,"Dave",NA,NA,FALSE,FALSE,"Dave",4,1,"US0227","US0225","US0225"
"US","US15","Survivor: China",15,4,12,"Original","Zhan Hu","Jaime",NA,"Dave",NA,NA,FALSE,FALSE,"Dave",4,1,"US0228","US0225","US0225"
"US","US15","Survivor: China",15,4,12,"Original","Zhan Hu","Frosti",NA,"Dave",NA,NA,FALSE,FALSE,"Dave",4,1,"US0230","US0225","US0225"
"US","US15","Survivor: China",15,4,12,"Original","Zhan Hu","Erik",NA,"Dave",NA,NA,FALSE,FALSE,"Dave",4,1,"US0232","US0225","US0225"
"US","US15","Survivor: China",15,4,12,"Original","Zhan Hu","Peih-Gee",NA,"Dave",NA,NA,FALSE,FALSE,"Dave",4,1,"US0233","US0225","US0225"
"US","US15","Survivor: China",15,5,15,"Swapped","Zhan Hu","Aaron",NA,"James",NA,NA,FALSE,FALSE,"Aaron",5,1,"US0226","US0231","US0226"
"US","US15","Survivor: China",15,5,15,"Swapped","Zhan Hu","Jaime",NA,"Aaron",NA,NA,FALSE,FALSE,"Aaron",5,1,"US0228","US0226","US0226"
"US","US15","Survivor: China",15,5,15,"Swapped","Zhan Hu","James",NA,"Peih-Gee",NA,NA,FALSE,FALSE,"Aaron",5,1,"US0231","US0233","US0226"
"US","US15","Survivor: China",15,5,15,"Swapped","Zhan Hu","Erik",NA,"Aaron",NA,NA,FALSE,FALSE,"Aaron",5,1,"US0232","US0226","US0226"
"US","US15","Survivor: China",15,5,15,"Swapped","Zhan Hu","Peih-Gee",NA,"Aaron",NA,NA,FALSE,FALSE,"Aaron",5,1,"US0233","US0226","US0226"
"US","US15","Survivor: China",15,6,18,"Swapped","Fei Long","Sherea",NA,"Jean-Robert",NA,NA,FALSE,FALSE,"Sherea",6,1,"US0227","US0229","US0227"
"US","US15","Survivor: China",15,6,18,"Swapped","Fei Long","Jean-Robert",NA,"Sherea",NA,NA,FALSE,FALSE,"Sherea",6,1,"US0229","US0227","US0227"
"US","US15","Survivor: China",15,6,18,"Swapped","Fei Long","Frosti",NA,"Sherea",NA,NA,FALSE,FALSE,"Sherea",6,1,"US0230","US0227","US0227"
"US","US15","Survivor: China",15,6,18,"Swapped","Fei Long","Denise",NA,"Sherea",NA,NA,FALSE,FALSE,"Sherea",6,1,"US0234","US0227","US0227"
"US","US15","Survivor: China",15,6,18,"Swapped","Fei Long","Amanda",NA,"Sherea",NA,NA,FALSE,FALSE,"Sherea",6,1,"US0235","US0227","US0227"
"US","US15","Survivor: China",15,6,18,"Swapped","Fei Long","Courtney",NA,"Jean-Robert",NA,NA,FALSE,FALSE,"Sherea",6,1,"US0236","US0229","US0227"
"US","US15","Survivor: China",15,6,18,"Swapped","Fei Long","Todd",NA,"Sherea",NA,NA,FALSE,FALSE,"Sherea",6,1,"US0237","US0227","US0227"
"US","US15","Survivor: China",15,7,21,"Merged","Hae Da Fung","Jaime",NA,"Jean-Robert",NA,NA,FALSE,FALSE,"Jaime",7,1,"US0228","US0229","US0228"
"US","US15","Survivor: China",15,7,21,"Merged","Hae Da Fung","Jean-Robert",NA,"Jaime",NA,NA,FALSE,FALSE,"Jaime",7,1,"US0229","US0228","US0228"
"US","US15","Survivor: China",15,7,21,"Merged","Hae Da Fung","Frosti","Individual","Jaime",NA,NA,FALSE,FALSE,"Jaime",7,1,"US0230","US0228","US0228"
"US","US15","Survivor: China",15,7,21,"Merged","Hae Da Fung","James",NA,"Jaime",NA,NA,FALSE,FALSE,"Jaime",7,1,"US0231","US0228","US0228"
"US","US15","Survivor: China",15,7,21,"Merged","Hae Da Fung","Erik",NA,"Jean-Robert",NA,NA,FALSE,FALSE,"Jaime",7,1,"US0232","US0229","US0228"
"US","US15","Survivor: China",15,7,21,"Merged","Hae Da Fung","Peih-Gee",NA,"Jean-Robert",NA,NA,FALSE,FALSE,"Jaime",7,1,"US0233","US0229","US0228"
"US","US15","Survivor: China",15,7,21,"Merged","Hae Da Fung","Denise",NA,"Jaime",NA,NA,FALSE,FALSE,"Jaime",7,1,"US0234","US0228","US0228"
"US","US15","Survivor: China",15,7,21,"Merged","Hae Da Fung","Amanda",NA,"Jaime",NA,NA,FALSE,FALSE,"Jaime",7,1,"US0235","US0228","US0228"
"US","US15","Survivor: China",15,7,21,"Merged","Hae Da Fung","Courtney",NA,"Jaime",NA,NA,FALSE,FALSE,"Jaime",7,1,"US0236","US0228","US0228"
"US","US15","Survivor: China",15,7,21,"Merged","Hae Da Fung","Todd",NA,"Jaime",NA,NA,FALSE,FALSE,"Jaime",7,1,"US0237","US0228","US0228"
"US","US15","Survivor: China",15,8,24,"Merged","Hae Da Fung","Jean-Robert",NA,"James",NA,NA,FALSE,FALSE,"Jean-Robert",8,1,"US0229","US0231","US0229"
"US","US15","Survivor: China",15,8,24,"Merged","Hae Da Fung","Frosti",NA,"Jean-Robert",NA,NA,FALSE,FALSE,"Jean-Robert",8,1,"US0230","US0229","US0229"
"US","US15","Survivor: China",15,8,24,"Merged","Hae Da Fung","James",NA,"Jean-Robert",NA,NA,FALSE,FALSE,"Jean-Robert",8,1,"US0231","US0229","US0229"
"US","US15","Survivor: China",15,8,24,"Merged","Hae Da Fung","Erik",NA,"James",NA,NA,FALSE,FALSE,"Jean-Robert",8,1,"US0232","US0231","US0229"
"US","US15","Survivor: China",15,8,24,"Merged","Hae Da Fung","Peih-Gee",NA,"James",NA,NA,FALSE,FALSE,"Jean-Robert",8,1,"US0233","US0231","US0229"
"US","US15","Survivor: China",15,8,24,"Merged","Hae Da Fung","Denise",NA,"Peih-Gee",NA,NA,FALSE,FALSE,"Jean-Robert",8,1,"US0234","US0233","US0229"
"US","US15","Survivor: China",15,8,24,"Merged","Hae Da Fung","Amanda",NA,"Jean-Robert",NA,NA,FALSE,FALSE,"Jean-Robert",8,1,"US0235","US0229","US0229"
"US","US15","Survivor: China",15,8,24,"Merged","Hae Da Fung","Courtney","Individual","Jean-Robert",NA,NA,FALSE,FALSE,"Jean-Robert",8,1,"US0236","US0229","US0229"
