"version","version_season","season_name","season","episode","day","castaway_id","castaway","tribe","tribe_status"
"US","US06","Survivor: The Amazon",6,2,6,"US0088","Dave","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,2,6,"US0090","Alex","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,2,6,"US0093","Butch","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,2,6,"US0094","Rob","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,2,6,"US0095","Matthew","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0084","JoAnna","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0085","Jeanne","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0086","Shawna","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0089","Deena","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0091","Christy","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0092","Heidi","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0096","Jenna","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0083","Daniel","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0087","Roger","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0088","Dave","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0090","Alex","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0093","Butch","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0094","Rob","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,3,9,"US0095","Matthew","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0084","JoAnna","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0085","Jeanne","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0086","Shawna","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0089","Deena","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0091","Christy","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0092","Heidi","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0096","Jenna","Jaburu","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0087","Roger","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0088","Dave","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0090","Alex","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0093","Butch","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0094","Rob","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,4,12,"US0095","Matthew","Tambaqui","Original"
"US","US06","Survivor: The Amazon",6,5,15,"US0086","Shawna","Jaburu","Swapped"
"US","US06","Survivor: The Amazon",6,5,15,"US0089","Deena","Jaburu","Swapped"
"US","US06","Survivor: The Amazon",6,5,15,"US0090","Alex","Jaburu","Swapped"
"US","US06","Survivor: The Amazon",6,5,15,"US0094","Rob","Jaburu","Swapped"
"US","US06","Survivor: The Amazon",6,5,15,"US0095","Matthew","Jaburu","Swapped"
"US","US06","Survivor: The Amazon",6,5,15,"US0096","Jenna","Jaburu","Swapped"
"US","US06","Survivor: The Amazon",6,5,15,"US0085","Jeanne","Tambaqui","Swapped"
"US","US06","Survivor: The Amazon",6,5,15,"US0087","Roger","Tambaqui","Swapped"
"US","US06","Survivor: The Amazon",6,5,15,"US0088","Dave","Tambaqui","Swapped"
"US","US06","Survivor: The Amazon",6,5,15,"US0091","Christy","Tambaqui","Swapped"
"US","US06","Survivor: The Amazon",6,5,15,"US0092","Heidi","Tambaqui","Swapped"
"US","US06","Survivor: The Amazon",6,5,15,"US0093","Butch","Tambaqui","Swapped"
"US","US06","Survivor: The Amazon",6,6,18,"US0086","Shawna","Jaburu","Swapped"
"US","US06","Survivor: The Amazon",6,6,18,"US0089","Deena","Jaburu","Swapped"
"US","US06","Survivor: The Amazon",6,6,18,"US0090","Alex","Jaburu","Swapped"
"US","US06","Survivor: The Amazon",6,6,18,"US0094","Rob","Jaburu","Swapped"
"US","US06","Survivor: The Amazon",6,6,18,"US0095","Matthew","Jaburu","Swapped"
"US","US06","Survivor: The Amazon",6,6,18,"US0096","Jenna","Jaburu","Swapped"
"US","US06","Survivor: The Amazon",6,6,18,"US0087","Roger","Tambaqui","Swapped"
"US","US06","Survivor: The Amazon",6,6,18,"US0088","Dave","Tambaqui","Swapped"
"US","US06","Survivor: The Amazon",6,6,18,"US0091","Christy","Tambaqui","Swapped"
"US","US06","Survivor: The Amazon",6,6,18,"US0092","Heidi","Tambaqui","Swapped"
"US","US06","Survivor: The Amazon",6,6,18,"US0093","Butch","Tambaqui","Swapped"
"US","US06","Survivor: The Amazon",6,7,21,"US0087","Roger","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,7,21,"US0088","Dave","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,7,21,"US0089","Deena","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,7,21,"US0090","Alex","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,7,21,"US0091","Christy","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,7,21,"US0092","Heidi","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,7,21,"US0093","Butch","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,7,21,"US0094","Rob","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,7,21,"US0095","Matthew","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,7,21,"US0096","Jenna","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,8,24,"US0088","Dave","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,8,24,"US0089","Deena","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,8,24,"US0090","Alex","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,8,24,"US0091","Christy","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,8,24,"US0092","Heidi","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,8,24,"US0093","Butch","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,8,24,"US0094","Rob","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,8,24,"US0095","Matthew","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,8,24,"US0096","Jenna","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,9,27,"US0089","Deena","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,9,27,"US0090","Alex","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,9,27,"US0091","Christy","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,9,27,"US0092","Heidi","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,9,27,"US0093","Butch","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,9,27,"US0094","Rob","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,9,27,"US0095","Matthew","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,9,27,"US0096","Jenna","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,11,30,"US0090","Alex","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,11,30,"US0091","Christy","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,11,30,"US0092","Heidi","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,11,30,"US0093","Butch","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,11,30,"US0094","Rob","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,11,30,"US0095","Matthew","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,11,30,"US0096","Jenna","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,12,33,"US0091","Christy","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,12,33,"US0092","Heidi","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,12,33,"US0093","Butch","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,12,33,"US0094","Rob","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,12,33,"US0095","Matthew","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,12,33,"US0096","Jenna","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,13,36,"US0092","Heidi","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,13,36,"US0093","Butch","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,13,36,"US0094","Rob","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,13,36,"US0095","Matthew","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,13,36,"US0096","Jenna","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,14,37,"US0093","Butch","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,14,37,"US0094","Rob","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,14,37,"US0095","Matthew","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,14,37,"US0096","Jenna","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,14,38,"US0094","Rob","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,14,38,"US0095","Matthew","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,14,38,"US0096","Jenna","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,15,39,"US0095","Matthew","Jacare","Merged"
"US","US06","Survivor: The Amazon",6,15,39,"US0096","Jenna","Jacare","Merged"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0103","Shawn","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0107","Rupert","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0109","Christa","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0111","Jonny Fairplay","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0112","Sandra","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0104","Osten","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0105","Andrew","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0106","Ryan O.","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0108","Tijuana","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0110","Darrah","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0097","Nicole","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0098","Ryan S.","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0099","Lillian","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0100","Burton","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0101","Michelle","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,1,3,"US0102","Trish","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0103","Shawn","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0107","Rupert","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0109","Christa","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0111","Jonny Fairplay","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0112","Sandra","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0104","Osten","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0105","Andrew","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0106","Ryan O.","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0108","Tijuana","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0110","Darrah","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0098","Ryan S.","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0099","Lillian","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0100","Burton","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0101","Michelle","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,2,6,"US0102","Trish","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0103","Shawn","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0107","Rupert","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0109","Christa","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0111","Jonny Fairplay","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0112","Sandra","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0104","Osten","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0105","Andrew","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0106","Ryan O.","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0108","Tijuana","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0110","Darrah","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0099","Lillian","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0100","Burton","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0101","Michelle","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,3,9,"US0102","Trish","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0103","Shawn","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0107","Rupert","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0109","Christa","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0111","Jonny Fairplay","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0112","Sandra","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0104","Osten","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0105","Andrew","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0106","Ryan O.","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0108","Tijuana","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0110","Darrah","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0100","Burton","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0101","Michelle","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0102","Trish","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,4,12,"US0099","Lillian","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0103","Shawn","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0107","Rupert","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0109","Christa","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0111","Jonny Fairplay","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0112","Sandra","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0104","Osten","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0105","Andrew","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0106","Ryan O.","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0108","Tijuana","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0110","Darrah","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0101","Michelle","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0102","Trish","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0100","Burton","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,5,15,"US0099","Lillian","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0103","Shawn","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0107","Rupert","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0109","Christa","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0111","Jonny Fairplay","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0112","Sandra","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0104","Osten","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0105","Andrew","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0106","Ryan O.","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0108","Tijuana","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0110","Darrah","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0102","Trish","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0100","Burton","Drake","Original"
"US","US07","Survivor: Pearl Islands",7,6,18,"US0099","Lillian","Morgan","Original"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0097","Nicole","The Outcasts","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0098","Ryan S.","The Outcasts","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0101","Michelle","The Outcasts","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0102","Trish","The Outcasts","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0103","Shawn","Drake","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0107","Rupert","Drake","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0109","Christa","Drake","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0111","Jonny Fairplay","Drake","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0112","Sandra","Drake","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0104","Osten","Morgan","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0105","Andrew","Morgan","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0106","Ryan O.","Morgan","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0108","Tijuana","Morgan","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0110","Darrah","Morgan","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0100","Burton","The Outcasts","Swapped"
"US","US07","Survivor: Pearl Islands",7,7,19,"US0099","Lillian","The Outcasts","Swapped"
"US","US07","Survivor: Pearl Islands",7,8,21,"US0105","Andrew","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,8,21,"US0106","Ryan O.","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,8,21,"US0107","Rupert","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,8,21,"US0108","Tijuana","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,8,21,"US0109","Christa","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,8,21,"US0100","Burton","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,8,21,"US0110","Darrah","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,8,21,"US0111","Jonny Fairplay","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,8,21,"US0099","Lillian","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,8,21,"US0112","Sandra","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,9,24,"US0106","Ryan O.","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,9,24,"US0107","Rupert","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,9,24,"US0108","Tijuana","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,9,24,"US0109","Christa","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,9,24,"US0100","Burton","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,9,24,"US0110","Darrah","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,9,24,"US0111","Jonny Fairplay","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,9,24,"US0099","Lillian","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,9,24,"US0112","Sandra","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,10,27,"US0107","Rupert","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,10,27,"US0108","Tijuana","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,10,27,"US0109","Christa","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,10,27,"US0100","Burton","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,10,27,"US0110","Darrah","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,10,27,"US0111","Jonny Fairplay","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,10,27,"US0099","Lillian","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,10,27,"US0112","Sandra","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,11,30,"US0108","Tijuana","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,11,30,"US0109","Christa","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,11,30,"US0100","Burton","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,11,30,"US0110","Darrah","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,11,30,"US0111","Jonny Fairplay","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,11,30,"US0099","Lillian","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,11,30,"US0112","Sandra","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,12,33,"US0109","Christa","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,12,33,"US0100","Burton","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,12,33,"US0110","Darrah","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,12,33,"US0111","Jonny Fairplay","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,12,33,"US0099","Lillian","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,12,33,"US0112","Sandra","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,13,36,"US0100","Burton","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,13,36,"US0110","Darrah","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,13,36,"US0111","Jonny Fairplay","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,13,36,"US0099","Lillian","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,13,36,"US0112","Sandra","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,14,37,"US0110","Darrah","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,14,37,"US0111","Jonny Fairplay","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,14,37,"US0099","Lillian","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,14,37,"US0112","Sandra","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,14,38,"US0111","Jonny Fairplay","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,14,38,"US0099","Lillian","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,14,38,"US0112","Sandra","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,15,39,"US0099","Lillian","Balboa","Merged"
"US","US07","Survivor: Pearl Islands",7,15,39,"US0112","Sandra","Balboa","Merged"
"US","US08","Survivor: All-Stars",8,1,3,"US0094","Rob C.","Chapera","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0013","Sue","Chapera","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0024","Alicia","Chapera","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0045","Tom","Chapera","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0055","Boston Rob","Chapera","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0027","Amber","Chapera","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0096","Jenna M.","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0016","Richard","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0031","Colby","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0046","Lex","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0062","Kathy","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0071","Shii Ann","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0032","Tina","Saboga","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0014","Rudy","Saboga","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0048","Ethan","Saboga","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0025","Jerri","Saboga","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0107","Rupert","Saboga","Original"
"US","US08","Survivor: All-Stars",8,1,3,"US0009","Jenna L.","Saboga","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0094","Rob C.","Chapera","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0013","Sue","Chapera","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0024","Alicia","Chapera","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0045","Tom","Chapera","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0055","Boston Rob","Chapera","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0027","Amber","Chapera","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0096","Jenna M.","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0016","Richard","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0031","Colby","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0046","Lex","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0062","Kathy","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0071","Shii Ann","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0014","Rudy","Saboga","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0048","Ethan","Saboga","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0025","Jerri","Saboga","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0107","Rupert","Saboga","Original"
"US","US08","Survivor: All-Stars",8,2,6,"US0009","Jenna L.","Saboga","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0094","Rob C.","Chapera","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0013","Sue","Chapera","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0024","Alicia","Chapera","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0045","Tom","Chapera","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0055","Boston Rob","Chapera","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0027","Amber","Chapera","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0096","Jenna M.","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0016","Richard","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0031","Colby","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0046","Lex","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0062","Kathy","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0071","Shii Ann","Mogo Mogo","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0048","Ethan","Saboga","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0025","Jerri","Saboga","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0107","Rupert","Saboga","Original"
"US","US08","Survivor: All-Stars",8,3,9,"US0009","Jenna L.","Saboga","Original"
"US","US08","Survivor: All-Stars",8,4,12,"US0094","Rob C.","Chapera","Original"
