"version","version_season","season_name","season","episode","castaway","castaway_id","confessional_count"
"US","US12","Survivor: Panama",12,3,"Misty","US0169",2
"US","US12","Survivor: Panama",12,3,"Nick","US0173",2
"US","US12","Survivor: Panama",12,3,"Ruth Marie","US0170",1
"US","US12","Survivor: Panama",12,3,"Sally","US0175",5
"US","US12","Survivor: Panama",12,3,"Shane","US0178",2
"US","US12","Survivor: Panama",12,3,"Terry","US0180",4
"US","US12","Survivor: Panama",12,4,"Aras","US0182",3
"US","US12","Survivor: Panama",12,4,"Austin","US0174",6
"US","US12","Survivor: Panama",12,4,"Bobby","US0171",1
"US","US12","Survivor: Panama",12,4,"Bruce","US0176",1
"US","US12","Survivor: Panama",12,4,"Cirie","US0179",4
"US","US12","Survivor: Panama",12,4,"Courtney","US0177",0
"US","US12","Survivor: Panama",12,4,"Dan","US0172",4
"US","US12","Survivor: Panama",12,4,"Danielle","US0181",3
"US","US12","Survivor: Panama",12,4,"Nick","US0173",2
"US","US12","Survivor: Panama",12,4,"Ruth Marie","US0170",2
"US","US12","Survivor: Panama",12,4,"Sally","US0175",5
"US","US12","Survivor: Panama",12,4,"Shane","US0178",1
"US","US12","Survivor: Panama",12,4,"Terry","US0180",4
"US","US12","Survivor: Panama",12,5,"Aras","US0182",6
"US","US12","Survivor: Panama",12,5,"Austin","US0174",3
"US","US12","Survivor: Panama",12,5,"Bobby","US0171",1
"US","US12","Survivor: Panama",12,5,"Bruce","US0176",2
"US","US12","Survivor: Panama",12,5,"Cirie","US0179",5
"US","US12","Survivor: Panama",12,5,"Courtney","US0177",2
"US","US12","Survivor: Panama",12,5,"Dan","US0172",1
"US","US12","Survivor: Panama",12,5,"Danielle","US0181",1
"US","US12","Survivor: Panama",12,5,"Nick","US0173",1
"US","US12","Survivor: Panama",12,5,"Sally","US0175",1
"US","US12","Survivor: Panama",12,5,"Shane","US0178",2
"US","US12","Survivor: Panama",12,5,"Terry","US0180",1
"US","US12","Survivor: Panama",12,6,"Aras","US0182",3
"US","US12","Survivor: Panama",12,6,"Austin","US0174",4
"US","US12","Survivor: Panama",12,6,"Bruce","US0176",0
"US","US12","Survivor: Panama",12,6,"Cirie","US0179",5
"US","US12","Survivor: Panama",12,6,"Courtney","US0177",0
"US","US12","Survivor: Panama",12,6,"Dan","US0172",3
"US","US12","Survivor: Panama",12,6,"Danielle","US0181",3
"US","US12","Survivor: Panama",12,6,"Nick","US0173",1
"US","US12","Survivor: Panama",12,6,"Sally","US0175",2
"US","US12","Survivor: Panama",12,6,"Shane","US0178",4
"US","US12","Survivor: Panama",12,6,"Terry","US0180",4
"US","US12","Survivor: Panama",12,8,"Aras","US0182",4
"US","US12","Survivor: Panama",12,8,"Austin","US0174",7
"US","US12","Survivor: Panama",12,8,"Bruce","US0176",6
"US","US12","Survivor: Panama",12,8,"Cirie","US0179",1
"US","US12","Survivor: Panama",12,8,"Courtney","US0177",3
"US","US12","Survivor: Panama",12,8,"Danielle","US0181",0
"US","US12","Survivor: Panama",12,8,"Nick","US0173",6
"US","US12","Survivor: Panama",12,8,"Sally","US0175",2
"US","US12","Survivor: Panama",12,8,"Shane","US0178",6
"US","US12","Survivor: Panama",12,8,"Terry","US0180",7
"US","US12","Survivor: Panama",12,9,"Aras","US0182",4
"US","US12","Survivor: Panama",12,9,"Austin","US0174",7
"US","US12","Survivor: Panama",12,9,"Bruce","US0176",6
"US","US12","Survivor: Panama",12,9,"Cirie","US0179",1
"US","US12","Survivor: Panama",12,9,"Courtney","US0177",3
"US","US12","Survivor: Panama",12,9,"Danielle","US0181",0
"US","US12","Survivor: Panama",12,9,"Sally","US0175",2
"US","US12","Survivor: Panama",12,9,"Shane","US0178",6
"US","US12","Survivor: Panama",12,9,"Terry","US0180",7
"US","US12","Survivor: Panama",12,10,"Aras","US0182",4
"US","US12","Survivor: Panama",12,10,"Bruce","US0176",2
"US","US12","Survivor: Panama",12,10,"Cirie","US0179",3
"US","US12","Survivor: Panama",12,10,"Courtney","US0177",2
"US","US12","Survivor: Panama",12,10,"Danielle","US0181",4
"US","US12","Survivor: Panama",12,10,"Sally","US0175",7
"US","US12","Survivor: Panama",12,10,"Shane","US0178",0
"US","US12","Survivor: Panama",12,10,"Terry","US0180",5
"US","US12","Survivor: Panama",12,11,"Aras","US0182",3
"US","US12","Survivor: Panama",12,11,"Bruce","US0176",1
"US","US12","Survivor: Panama",12,11,"Cirie","US0179",6
"US","US12","Survivor: Panama",12,11,"Courtney","US0177",1
"US","US12","Survivor: Panama",12,11,"Danielle","US0181",3
"US","US12","Survivor: Panama",12,11,"Shane","US0178",0
"US","US12","Survivor: Panama",12,11,"Terry","US0180",3
"US","US12","Survivor: Panama",12,12,"Aras","US0182",2
"US","US12","Survivor: Panama",12,12,"Cirie","US0179",8
"US","US12","Survivor: Panama",12,12,"Courtney","US0177",3
"US","US12","Survivor: Panama",12,12,"Danielle","US0181",2
"US","US12","Survivor: Panama",12,12,"Shane","US0178",7
"US","US12","Survivor: Panama",12,12,"Terry","US0180",5
"US","US12","Survivor: Panama",12,13,"Aras","US0182",2
"US","US12","Survivor: Panama",12,13,"Cirie","US0179",8
"US","US12","Survivor: Panama",12,13,"Danielle","US0181",4
"US","US12","Survivor: Panama",12,13,"Shane","US0178",1
"US","US12","Survivor: Panama",12,13,"Terry","US0180",7
"US","US12","Survivor: Panama",12,14,"Aras","US0182",3
"US","US12","Survivor: Panama",12,14,"Cirie","US0179",9
"US","US12","Survivor: Panama",12,14,"Danielle","US0181",3
"US","US12","Survivor: Panama",12,14,"Terry","US0180",7
"US","US12","Survivor: Panama",12,15,"Aras","US0182",6
"US","US12","Survivor: Panama",12,15,"Danielle","US0181",5
"US","US12","Survivor: Panama",12,15,"Terry","US0180",3
"US","US13","Survivor: Cook Islands",13,1,"Adam","US0198",2
"US","US13","Survivor: Cook Islands",13,1,"Becky","US0200",0
"US","US13","Survivor: Cook Islands",13,1,"Billy","US0184",2
"US","US13","Survivor: Cook Islands",13,1,"Brad","US0191",1
"US","US13","Survivor: Cook Islands",13,1,"Candice","US0195",2
"US","US13","Survivor: Cook Islands",13,1,"Cao Boi","US0188",5
"US","US13","Survivor: Cook Islands",13,1,"Cecilia","US0185",1
"US","US13","Survivor: Cook Islands",13,1,"Cristina","US0189",0
"US","US13","Survivor: Cook Islands",13,1,"J.P.","US0186",2
"US","US13","Survivor: Cook Islands",13,1,"Jenny","US0193",1
"US","US13","Survivor: Cook Islands",13,1,"Jessica","US0190",2
"US","US13","Survivor: Cook Islands",13,1,"Jonathan","US0196",5
"US","US13","Survivor: Cook Islands",13,1,"Nate","US0194",1
"US","US13","Survivor: Cook Islands",13,1,"Ozzy","US0201",3
"US","US13","Survivor: Cook Islands",13,1,"Parvati","US0197",2
"US","US13","Survivor: Cook Islands",13,1,"Rebecca","US0192",3
"US","US13","Survivor: Cook Islands",13,1,"Sekou","US0183",3
"US","US13","Survivor: Cook Islands",13,1,"Stephannie","US0187",6
"US","US13","Survivor: Cook Islands",13,1,"Sundra","US0199",3
"US","US13","Survivor: Cook Islands",13,1,"Yul","US0202",3
"US","US13","Survivor: Cook Islands",13,2,"Adam","US0198",0
"US","US13","Survivor: Cook Islands",13,2,"Becky","US0200",2
"US","US13","Survivor: Cook Islands",13,2,"Billy","US0184",4
"US","US13","Survivor: Cook Islands",13,2,"Brad","US0191",0
"US","US13","Survivor: Cook Islands",13,2,"Candice","US0195",0
"US","US13","Survivor: Cook Islands",13,2,"Cao Boi","US0188",2
"US","US13","Survivor: Cook Islands",13,2,"Cecilia","US0185",2
"US","US13","Survivor: Cook Islands",13,2,"Cristina","US0189",6
"US","US13","Survivor: Cook Islands",13,2,"J.P.","US0186",2
"US","US13","Survivor: Cook Islands",13,2,"Jenny","US0193",2
"US","US13","Survivor: Cook Islands",13,2,"Jessica","US0190",1
"US","US13","Survivor: Cook Islands",13,2,"Jonathan","US0196",3
"US","US13","Survivor: Cook Islands",13,2,"Nate","US0194",3
"US","US13","Survivor: Cook Islands",13,2,"Ozzy","US0201",7
"US","US13","Survivor: Cook Islands",13,2,"Parvati","US0197",0
"US","US13","Survivor: Cook Islands",13,2,"Rebecca","US0192",1
"US","US13","Survivor: Cook Islands",13,2,"Stephannie","US0187",1
"US","US13","Survivor: Cook Islands",13,2,"Sundra","US0199",1
"US","US13","Survivor: Cook Islands",13,2,"Yul","US0202",4
"US","US13","Survivor: Cook Islands",13,3,"Adam","US0198",0
"US","US13","Survivor: Cook Islands",13,3,"Becky","US0200",0
"US","US13","Survivor: Cook Islands",13,3,"Brad","US0191",3
"US","US13","Survivor: Cook Islands",13,3,"Candice","US0195",0
"US","US13","Survivor: Cook Islands",13,3,"Cao Boi","US0188",2
"US","US13","Survivor: Cook Islands",13,3,"Cecilia","US0185",0
"US","US13","Survivor: Cook Islands",13,3,"Cristina","US0189",0
"US","US13","Survivor: Cook Islands",13,3,"J.P.","US0186",1
"US","US13","Survivor: Cook Islands",13,3,"Jenny","US0193",0
"US","US13","Survivor: Cook Islands",13,3,"Jessica","US0190",3
"US","US13","Survivor: Cook Islands",13,3,"Jonathan","US0196",5
"US","US13","Survivor: Cook Islands",13,3,"Nate","US0194",3
"US","US13","Survivor: Cook Islands",13,3,"Ozzy","US0201",1
"US","US13","Survivor: Cook Islands",13,3,"Parvati","US0197",2
"US","US13","Survivor: Cook Islands",13,3,"Rebecca","US0192",0
"US","US13","Survivor: Cook Islands",13,3,"Stephannie","US0187",1
"US","US13","Survivor: Cook Islands",13,3,"Sundra","US0199",0
"US","US13","Survivor: Cook Islands",13,3,"Yul","US0202",2
"US","US13","Survivor: Cook Islands",13,4,"Adam","US0198",0
"US","US13","Survivor: Cook Islands",13,4,"Becky","US0200",1
"US","US13","Survivor: Cook Islands",13,4,"Brad","US0191",0
"US","US13","Survivor: Cook Islands",13,4,"Candice","US0195",1
"US","US13","Survivor: Cook Islands",13,4,"Cao Boi","US0188",2
"US","US13","Survivor: Cook Islands",13,4,"Cristina","US0189",0
"US","US13","Survivor: Cook Islands",13,4,"J.P.","US0186",2
"US","US13","Survivor: Cook Islands",13,4,"Jenny","US0193",1
"US","US13","Survivor: Cook Islands",13,4,"Jessica","US0190",1
"US","US13","Survivor: Cook Islands",13,4,"Jonathan","US0196",1
"US","US13","Survivor: Cook Islands",13,4,"Nate","US0194",2
"US","US13","Survivor: Cook Islands",13,4,"Ozzy","US0201",2
"US","US13","Survivor: Cook Islands",13,4,"Parvati","US0197",4
"US","US13","Survivor: Cook Islands",13,4,"Rebecca","US0192",1
"US","US13","Survivor: Cook Islands",13,4,"Stephannie","US0187",3
"US","US13","Survivor: Cook Islands",13,4,"Sundra","US0199",0
"US","US13","Survivor: Cook Islands",13,4,"Yul","US0202",0
"US","US13","Survivor: Cook Islands",13,5,"Adam","US0198",3
"US","US13","Survivor: Cook Islands",13,5,"Becky","US0200",0
"US","US13","Survivor: Cook Islands",13,5,"Brad","US0191",0
"US","US13","Survivor: Cook Islands",13,5,"Candice","US0195",1
"US","US13","Survivor: Cook Islands",13,5,"Cao Boi","US0188",1
"US","US13","Survivor: Cook Islands",13,5,"Cristina","US0189",0
"US","US13","Survivor: Cook Islands",13,5,"Jenny","US0193",4
"US","US13","Survivor: Cook Islands",13,5,"Jessica","US0190",0
"US","US13","Survivor: Cook Islands",13,5,"Jonathan","US0196",2
"US","US13","Survivor: Cook Islands",13,5,"Nate","US0194",2
"US","US13","Survivor: Cook Islands",13,5,"Ozzy","US0201",2
"US","US13","Survivor: Cook Islands",13,5,"Parvati","US0197",2
"US","US13","Survivor: Cook Islands",13,5,"Rebecca","US0192",0
"US","US13","Survivor: Cook Islands",13,5,"Stephannie","US0187",2
"US","US13","Survivor: Cook Islands",13,5,"Sundra","US0199",2
"US","US13","Survivor: Cook Islands",13,5,"Yul","US0202",1
"US","US13","Survivor: Cook Islands",13,6,"Adam","US0198",2
"US","US13","Survivor: Cook Islands",13,6,"Becky","US0200",0
"US","US13","Survivor: Cook Islands",13,6,"Brad","US0191",1
"US","US13","Survivor: Cook Islands",13,6,"Candice","US0195",0
"US","US13","Survivor: Cook Islands",13,6,"Cao Boi","US0188",4
"US","US13","Survivor: Cook Islands",13,6,"Cristina","US0189",3
"US","US13","Survivor: Cook Islands",13,6,"Jenny","US0193",0
"US","US13","Survivor: Cook Islands",13,6,"Jessica","US0190",1
"US","US13","Survivor: Cook Islands",13,6,"Jonathan","US0196",4
"US","US13","Survivor: Cook Islands",13,6,"Nate","US0194",3
"US","US13","Survivor: Cook Islands",13,6,"Ozzy","US0201",2
"US","US13","Survivor: Cook Islands",13,6,"Parvati","US0197",0
"US","US13","Survivor: Cook Islands",13,6,"Rebecca","US0192",1
"US","US13","Survivor: Cook Islands",13,6,"Sundra","US0199",2
"US","US13","Survivor: Cook Islands",13,6,"Yul","US0202",5
"US","US13","Survivor: Cook Islands",13,8,"Adam","US0198",2
"US","US13","Survivor: Cook Islands",13,8,"Becky","US0200",1
"US","US13","Survivor: Cook Islands",13,8,"Brad","US0191",2
"US","US13","Survivor: Cook Islands",13,8,"Candice","US0195",2
"US","US13","Survivor: Cook Islands",13,8,"Jenny","US0193",0
"US","US13","Survivor: Cook Islands",13,8,"Jessica","US0190",3
"US","US13","Survivor: Cook Islands",13,8,"Jonathan","US0196",1
"US","US13","Survivor: Cook Islands",13,8,"Nate","US0194",5
"US","US13","Survivor: Cook Islands",13,8,"Ozzy","US0201",3
"US","US13","Survivor: Cook Islands",13,8,"Parvati","US0197",0
"US","US13","Survivor: Cook Islands",13,8,"Rebecca","US0192",0
"US","US13","Survivor: Cook Islands",13,8,"Sundra","US0199",1
"US","US13","Survivor: Cook Islands",13,8,"Yul","US0202",3
"US","US13","Survivor: Cook Islands",13,9,"Adam","US0198",2
"US","US13","Survivor: Cook Islands",13,9,"Becky","US0200",0
"US","US13","Survivor: Cook Islands",13,9,"Brad","US0191",0
"US","US13","Survivor: Cook Islands",13,9,"Candice","US0195",3
"US","US13","Survivor: Cook Islands",13,9,"Jenny","US0193",0
"US","US13","Survivor: Cook Islands",13,9,"Jonathan","US0196",4
"US","US13","Survivor: Cook Islands",13,9,"Nate","US0194",5
"US","US13","Survivor: Cook Islands",13,9,"Ozzy","US0201",2
"US","US13","Survivor: Cook Islands",13,9,"Parvati","US0197",0
"US","US13","Survivor: Cook Islands",13,9,"Rebecca","US0192",0
"US","US13","Survivor: Cook Islands",13,9,"Sundra","US0199",2
"US","US13","Survivor: Cook Islands",13,9,"Yul","US0202",1
"US","US13","Survivor: Cook Islands",13,10,"Adam","US0198",1
"US","US13","Survivor: Cook Islands",13,10,"Becky","US0200",1
"US","US13","Survivor: Cook Islands",13,10,"Candice","US0195",4
"US","US13","Survivor: Cook Islands",13,10,"Jenny","US0193",3
"US","US13","Survivor: Cook Islands",13,10,"Jonathan","US0196",4
"US","US13","Survivor: Cook Islands",13,10,"Nate","US0194",1
"US","US13","Survivor: Cook Islands",13,10,"Ozzy","US0201",4
"US","US13","Survivor: Cook Islands",13,10,"Parvati","US0197",0
"US","US13","Survivor: Cook Islands",13,10,"Rebecca","US0192",0
"US","US13","Survivor: Cook Islands",13,10,"Sundra","US0199",1
"US","US13","Survivor: Cook Islands",13,10,"Yul","US0202",2
"US","US13","Survivor: Cook Islands",13,11,"Adam","US0198",4
"US","US13","Survivor: Cook Islands",13,11,"Becky","US0200",0
"US","US13","Survivor: Cook Islands",13,11,"Candice","US0195",0
"US","US13","Survivor: Cook Islands",13,11,"Jonathan","US0196",13
"US","US13","Survivor: Cook Islands",13,11,"Nate","US0194",4
"US","US13","Survivor: Cook Islands",13,11,"Ozzy","US0201",2
"US","US13","Survivor: Cook Islands",13,11,"Parvati","US0197",1
"US","US13","Survivor: Cook Islands",13,11,"Sundra","US0199",3
"US","US13","Survivor: Cook Islands",13,11,"Yul","US0202",5
"US","US13","Survivor: Cook Islands",13,12,"Adam","US0198",1
"US","US13","Survivor: Cook Islands",13,12,"Becky","US0200",1
"US","US13","Survivor: Cook Islands",13,12,"Candice","US0195",2
"US","US13","Survivor: Cook Islands",13,12,"Jonathan","US0196",4
"US","US13","Survivor: Cook Islands",13,12,"Ozzy","US0201",0
"US","US13","Survivor: Cook Islands",13,12,"Parvati","US0197",4
"US","US13","Survivor: Cook Islands",13,12,"Sundra","US0199",1
"US","US13","Survivor: Cook Islands",13,12,"Yul","US0202",2
"US","US13","Survivor: Cook Islands",13,13,"Adam","US0198",2
"US","US13","Survivor: Cook Islands",13,13,"Becky","US0200",2
"US","US13","Survivor: Cook Islands",13,13,"Jonathan","US0196",3
"US","US13","Survivor: Cook Islands",13,13,"Ozzy","US0201",5
"US","US13","Survivor: Cook Islands",13,13,"Parvati","US0197",4
"US","US13","Survivor: Cook Islands",13,13,"Sundra","US0199",6
"US","US13","Survivor: Cook Islands",13,13,"Yul","US0202",2
"US","US13","Survivor: Cook Islands",13,14,"Adam","US0198",5
"US","US13","Survivor: Cook Islands",13,14,"Becky","US0200",2
"US","US13","Survivor: Cook Islands",13,14,"Ozzy","US0201",4
"US","US13","Survivor: Cook Islands",13,14,"Parvati","US0197",6
"US","US13","Survivor: Cook Islands",13,14,"Sundra","US0199",3
"US","US13","Survivor: Cook Islands",13,14,"Yul","US0202",8
"US","US13","Survivor: Cook Islands",13,15,"Adam","US0198",3
"US","US13","Survivor: Cook Islands",13,15,"Becky","US0200",5
"US","US13","Survivor: Cook Islands",13,15,"Ozzy","US0201",9
"US","US13","Survivor: Cook Islands",13,15,"Sundra","US0199",4
"US","US13","Survivor: Cook Islands",13,15,"Yul","US0202",7
"US","US14","Survivor: Fiji",14,1,"Alex","US0215",2
"US","US14","Survivor: Fiji",14,1,"Anthony","US0209",4
"US","US14","Survivor: Fiji",14,1,"Boo","US0217",1
"US","US14","Survivor: Fiji",14,1,"Cassandra","US0220",2
"US","US14","Survivor: Fiji",14,1,"Dreamz","US0219",3
"US","US14","Survivor: Fiji",14,1,"Earl","US0221",4
"US","US14","Survivor: Fiji",14,1,"Edgardo","US0213",3
"US","US14","Survivor: Fiji",14,1,"Erica","US0204",5
"US","US14","Survivor: Fiji",14,1,"Gary","US0206",1
"US","US14","Survivor: Fiji",14,1,"Jessica","US0203",3
"US","US14","Survivor: Fiji",14,1,"Liliana","US0207",0
"US","US14","Survivor: Fiji",14,1,"Lisi","US0211",1
"US","US14","Survivor: Fiji",14,1,"Michelle","US0212",1
"US","US14","Survivor: Fiji",14,1,"Mookie","US0214",0
"US","US14","Survivor: Fiji",14,1,"Rita","US0208",2
"US","US14","Survivor: Fiji",14,1,"Rocky","US0210",6
"US","US14","Survivor: Fiji",14,1,"Stacy","US0216",0
"US","US14","Survivor: Fiji",14,1,"Sylvia","US0205",4
"US","US14","Survivor: Fiji",14,1,"Yau-Man","US0218",2
"US","US14","Survivor: Fiji",14,2,"Alex","US0215",2
"US","US14","Survivor: Fiji",14,2,"Anthony","US0209",6
"US","US14","Survivor: Fiji",14,2,"Boo","US0217",3
"US","US14","Survivor: Fiji",14,2,"Cassandra","US0220",0
"US","US14","Survivor: Fiji",14,2,"Dreamz","US0219",5
"US","US14","Survivor: Fiji",14,2,"Earl","US0221",4
"US","US14","Survivor: Fiji",14,2,"Edgardo","US0213",0
"US","US14","Survivor: Fiji",14,2,"Erica","US0204",2
"US","US14","Survivor: Fiji",14,2,"Gary","US0206",0
"US","US14","Survivor: Fiji",14,2,"Liliana","US0207",0
"US","US14","Survivor: Fiji",14,2,"Lisi","US0211",1
"US","US14","Survivor: Fiji",14,2,"Michelle","US0212",1
"US","US14","Survivor: Fiji",14,2,"Mookie","US0214",1
"US","US14","Survivor: Fiji",14,2,"Rita","US0208",0
"US","US14","Survivor: Fiji",14,2,"Rocky","US0210",3
"US","US14","Survivor: Fiji",14,2,"Stacy","US0216",0
"US","US14","Survivor: Fiji",14,2,"Sylvia","US0205",3
"US","US14","Survivor: Fiji",14,2,"Yau-Man","US0218",2
"US","US14","Survivor: Fiji",14,3,"Alex","US0215",3
"US","US14","Survivor: Fiji",14,3,"Anthony","US0209",1
"US","US14","Survivor: Fiji",14,3,"Boo","US0217",1
"US","US14","Survivor: Fiji",14,3,"Cassandra","US0220",1
"US","US14","Survivor: Fiji",14,3,"Dreamz","US0219",1
"US","US14","Survivor: Fiji",14,3,"Earl","US0221",1
"US","US14","Survivor: Fiji",14,3,"Edgardo","US0213",0
"US","US14","Survivor: Fiji",14,3,"Gary","US0206",0
"US","US14","Survivor: Fiji",14,3,"Liliana","US0207",0
"US","US14","Survivor: Fiji",14,3,"Lisi","US0211",1
"US","US14","Survivor: Fiji",14,3,"Michelle","US0212",2
"US","US14","Survivor: Fiji",14,3,"Mookie","US0214",1
"US","US14","Survivor: Fiji",14,3,"Rita","US0208",2
"US","US14","Survivor: Fiji",14,3,"Rocky","US0210",2
"US","US14","Survivor: Fiji",14,3,"Stacy","US0216",1
"US","US14","Survivor: Fiji",14,3,"Sylvia","US0205",4
"US","US14","Survivor: Fiji",14,3,"Yau-Man","US0218",2
"US","US14","Survivor: Fiji",14,4,"Alex","US0215",4
"US","US14","Survivor: Fiji",14,4,"Anthony","US0209",3
"US","US14","Survivor: Fiji",14,4,"Boo","US0217",0
"US","US14","Survivor: Fiji",14,4,"Cassandra","US0220",2
"US","US14","Survivor: Fiji",14,4,"Dreamz","US0219",2
"US","US14","Survivor: Fiji",14,4,"Earl","US0221",3
"US","US14","Survivor: Fiji",14,4,"Edgardo","US0213",0
"US","US14","Survivor: Fiji",14,4,"Gary","US0206",2
"US","US14","Survivor: Fiji",14,4,"Liliana","US0207",2
"US","US14","Survivor: Fiji",14,4,"Lisi","US0211",5
"US","US14","Survivor: Fiji",14,4,"Michelle","US0212",0
"US","US14","Survivor: Fiji",14,4,"Mookie","US0214",0
"US","US14","Survivor: Fiji",14,4,"Rita","US0208",1
"US","US14","Survivor: Fiji",14,4,"Rocky","US0210",4
"US","US14","Survivor: Fiji",14,4,"Stacy","US0216",1
"US","US14","Survivor: Fiji",14,4,"Yau-Man","US0218",1
"US","US14","Survivor: Fiji",14,5,"Alex","US0215",6
"US","US14","Survivor: Fiji",14,5,"Anthony","US0209",2
"US","US14","Survivor: Fiji",14,5,"Boo","US0217",1
"US","US14","Survivor: Fiji",14,5,"Cassandra","US0220",0
"US","US14","Survivor: Fiji",14,5,"Dreamz","US0219",2
"US","US14","Survivor: Fiji",14,5,"Earl","US0221",5
"US","US14","Survivor: Fiji",14,5,"Edgardo","US0213",2
"US","US14","Survivor: Fiji",14,5,"Lisi","US0211",0
"US","US14","Survivor: Fiji",14,5,"Michelle","US0212",1
"US","US14","Survivor: Fiji",14,5,"Mookie","US0214",1
"US","US14","Survivor: Fiji",14,5,"Rita","US0208",0
"US","US14","Survivor: Fiji",14,5,"Rocky","US0210",2
"US","US14","Survivor: Fiji",14,5,"Stacy","US0216",1
"US","US14","Survivor: Fiji",14,5,"Yau-Man","US0218",5
"US","US14","Survivor: Fiji",14,6,"Alex","US0215",3
"US","US14","Survivor: Fiji",14,6,"Anthony","US0209",4
"US","US14","Survivor: Fiji",14,6,"Boo","US0217",1
"US","US14","Survivor: Fiji",14,6,"Cassandra","US0220",1
"US","US14","Survivor: Fiji",14,6,"Dreamz","US0219",1
"US","US14","Survivor: Fiji",14,6,"Earl","US0221",5
"US","US14","Survivor: Fiji",14,6,"Edgardo","US0213",1
"US","US14","Survivor: Fiji",14,6,"Lisi","US0211",1
"US","US14","Survivor: Fiji",14,6,"Michelle","US0212",0
"US","US14","Survivor: Fiji",14,6,"Mookie","US0214",1
"US","US14","Survivor: Fiji",14,6,"Rocky","US0210",3
"US","US14","Survivor: Fiji",14,6,"Stacy","US0216",0
"US","US14","Survivor: Fiji",14,6,"Yau-Man","US0218",1
"US","US14","Survivor: Fiji",14,7,"Alex","US0215",2
"US","US14","Survivor: Fiji",14,7,"Boo","US0217",1
"US","US14","Survivor: Fiji",14,7,"Cassandra","US0220",0
"US","US14","Survivor: Fiji",14,7,"Dreamz","US0219",2
"US","US14","Survivor: Fiji",14,7,"Earl","US0221",4
"US","US14","Survivor: Fiji",14,7,"Edgardo","US0213",3
"US","US14","Survivor: Fiji",14,7,"Lisi","US0211",8
"US","US14","Survivor: Fiji",14,7,"Michelle","US0212",0
"US","US14","Survivor: Fiji",14,7,"Mookie","US0214",3
"US","US14","Survivor: Fiji",14,7,"Rocky","US0210",3
"US","US14","Survivor: Fiji",14,7,"Stacy","US0216",0
"US","US14","Survivor: Fiji",14,7,"Yau-Man","US0218",4
"US","US14","Survivor: Fiji",14,8,"Alex","US0215",8
"US","US14","Survivor: Fiji",14,8,"Boo","US0217",0
"US","US14","Survivor: Fiji",14,8,"Cassandra","US0220",0
"US","US14","Survivor: Fiji",14,8,"Dreamz","US0219",4
"US","US14","Survivor: Fiji",14,8,"Earl","US0221",4
"US","US14","Survivor: Fiji",14,8,"Edgardo","US0213",5
"US","US14","Survivor: Fiji",14,8,"Lisi","US0211",7
"US","US14","Survivor: Fiji",14,8,"Michelle","US0212",1
"US","US14","Survivor: Fiji",14,8,"Mookie","US0214",4
"US","US14","Survivor: Fiji",14,8,"Stacy","US0216",2
"US","US14","Survivor: Fiji",14,8,"Yau-Man","US0218",1
"US","US14","Survivor: Fiji",14,9,"Alex","US0215",8
"US","US14","Survivor: Fiji",14,9,"Boo","US0217",3
"US","US14","Survivor: Fiji",14,9,"Cassandra","US0220",3
"US","US14","Survivor: Fiji",14,9,"Dreamz","US0219",2
"US","US14","Survivor: Fiji",14,9,"Earl","US0221",5
"US","US14","Survivor: Fiji",14,9,"Edgardo","US0213",3
"US","US14","Survivor: Fiji",14,9,"Michelle","US0212",2
"US","US14","Survivor: Fiji",14,9,"Mookie","US0214",5
"US","US14","Survivor: Fiji",14,9,"Stacy","US0216",2
"US","US14","Survivor: Fiji",14,9,"Yau-Man","US0218",2
"US","US14","Survivor: Fiji",14,10,"Alex","US0215",0
"US","US14","Survivor: Fiji",14,10,"Boo","US0217",0
"US","US14","Survivor: Fiji",14,10,"Cassandra","US0220",3
"US","US14","Survivor: Fiji",14,10,"Dreamz","US0219",2
"US","US14","Survivor: Fiji",14,10,"Earl","US0221",6
"US","US14","Survivor: Fiji",14,10,"Edgardo","US0213",1
"US","US14","Survivor: Fiji",14,10,"Mookie","US0214",4
"US","US14","Survivor: Fiji",14,10,"Stacy","US0216",1
"US","US14","Survivor: Fiji",14,10,"Yau-Man","US0218",2
"US","US14","Survivor: Fiji",14,11,"Alex","US0215",7
"US","US14","Survivor: Fiji",14,11,"Boo","US0217",1
"US","US14","Survivor: Fiji",14,11,"Cassandra","US0220",0
"US","US14","Survivor: Fiji",14,11,"Dreamz","US0219",4
"US","US14","Survivor: Fiji",14,11,"Earl","US0221",3
"US","US14","Survivor: Fiji",14,11,"Mookie","US0214",5
"US","US14","Survivor: Fiji",14,11,"Stacy","US0216",2
"US","US14","Survivor: Fiji",14,11,"Yau-Man","US0218",3
"US","US14","Survivor: Fiji",14,12,"Alex","US0215",7
"US","US14","Survivor: Fiji",14,12,"Boo","US0217",1
"US","US14","Survivor: Fiji",14,12,"Cassandra","US0220",4
"US","US14","Survivor: Fiji",14,12,"Dreamz","US0219",6
"US","US14","Survivor: Fiji",14,12,"Earl","US0221",4
"US","US14","Survivor: Fiji",14,12,"Stacy","US0216",0
"US","US14","Survivor: Fiji",14,12,"Yau-Man","US0218",8
"US","US14","Survivor: Fiji",14,13,"Boo","US0217",4
"US","US14","Survivor: Fiji",14,13,"Cassandra","US0220",2
"US","US14","Survivor: Fiji",14,13,"Dreamz","US0219",5
"US","US14","Survivor: Fiji",14,13,"Earl","US0221",4
"US","US14","Survivor: Fiji",14,13,"Stacy","US0216",2
