"version","version_season","season_name","season","castaway","castaway_id","advantage_id","sequence_id","day","episode","event","played_for","played_for_id","success","votes_nullified"
"US","US22","Survivor: Redemption Island",22,"Ralph","US0331","USHI2202",2,21,8,"Played","Mike","US0328","Not needed",0
"US","US22","Survivor: Redemption Island",22,"Boston Rob","US0055","USHI2203",1,10,4,"Found",NA,NA,NA,NA
"US","US22","Survivor: Redemption Island",22,"Boston Rob","US0055","USHI2203",2,37,14,"Played","Boston Rob","US0055","Not needed",1
"US","US23","Survivor: South Pacific",23,"Ozzy","US0201","USHI2301",1,4,2,"Found",NA,NA,NA,NA
"US","US23","Survivor: South Pacific",23,"Cochran","US0348","USHI2301",2,18,7,"Received",NA,NA,NA,NA
"US","US23","Survivor: South Pacific",23,"Ozzy","US0201","USHI2301",3,19,8,"Received",NA,NA,NA,NA
"US","US23","Survivor: South Pacific",23,"Ozzy","US0201","USHI2301",4,21,8,"Played","Whitney","US0347","Not needed",0
"US","US23","Survivor: South Pacific",23,"Coach","US0277","USHI2302",1,12,5,"Found",NA,NA,NA,NA
"US","US23","Survivor: South Pacific",23,"Coach","US0277","USHI2302",2,37,15,"Expired",NA,NA,NA,NA
"US","US24","Survivor: One World",24,"Sabrina","US0370","USHI2401",1,2,1,"Found",NA,NA,NA,NA
"US","US24","Survivor: One World",24,"Colton","US0359","USHI2401",2,3,1,"Received",NA,NA,NA,NA
"US","US24","Survivor: One World",24,"Colton","US0359","USHI2401",3,16,6,"Voted out with advantage",NA,NA,NA,NA
"US","US24","Survivor: One World",24,"Kim","US0371","USHI2402",1,14,5,"Found",NA,NA,NA,NA
"US","US24","Survivor: One World",24,"Kim","US0371","USHI2402",2,37,14,"Expired",NA,NA,NA,NA
"US","US24","Survivor: One World",24,"Troyzan","US0364","USHI2403",1,19,7,"Found",NA,NA,NA,NA
"US","US24","Survivor: One World",24,"Troyzan","US0364","USHI2403",2,25,9,"Played","Troyzan","US0364","Not needed",2
"US","US25","Survivor: Philippines",25,"Jonathan","US0196","USHI2501",1,4,2,"Found",NA,NA,NA,NA
"US","US25","Survivor: Philippines",25,"Jonathan","US0196","USHI2501",2,19,7,"Played","Jonathan","US0196","Yes",5
"US","US25","Survivor: Philippines",25,"Abi-Maria","US0383","USHI2502",1,8,3,"Found",NA,NA,NA,NA
"US","US25","Survivor: Philippines",25,"Abi-Maria","US0383","USHI2502",2,27,10,"Played","Abi-Maria","US0383","Yes",3
"US","US25","Survivor: Philippines",25,"Malcolm","US0384","USHI2503",1,11,5,"Found",NA,NA,NA,NA
"US","US25","Survivor: Philippines",25,"Malcolm","US0384","USHI2503",2,37,14,"Expired",NA,NA,NA,NA
"US","US26","Survivor: Caramoan",26,"Reynold","US0394","USHI2601",1,4,2,"Found",NA,NA,NA,NA
"US","US26","Survivor: Caramoan",26,"Reynold","US0394","USHI2601",2,10,4,"Played","Reynold","US0394","Not needed",1
"US","US26","Survivor: Caramoan",26,"Malcolm","US0384","USHI2602",1,6,3,"Found",NA,NA,NA,NA
"US","US26","Survivor: Caramoan",26,"Malcolm","US0384","USHI2602",2,28,10,"Played","Malcolm","US0384","Not needed",2
"US","US26","Survivor: Caramoan",26,"Reynold","US0394","USHI2603",1,11,5,"Found",NA,NA,NA,NA
"US","US26","Survivor: Caramoan",26,"Reynold","US0394","USHI2603",2,25,9,"Played","Malcolm","US0384","Not needed",0
"US","US26","Survivor: Caramoan",26,"Malcolm","US0384","USHI2604",1,28,10,"Found",NA,NA,NA,NA
"US","US26","Survivor: Caramoan",26,"Malcolm","US0384","USHI2604",2,28,10,"Played","Eddie","US0395","Yes",4
"US","US26","Survivor: Caramoan",26,"Erik","US0246","USHI2605",1,31,12,"Found",NA,NA,NA,NA
"US","US26","Survivor: Caramoan",26,"Andrea","US0333","USHI2605",2,31,12,"Received",NA,NA,NA,NA
"US","US26","Survivor: Caramoan",26,"Andrea","US0333","USHI2605",3,33,12,"Voted out with advantage",NA,NA,NA,NA
"US","US27","Survivor: Blood vs. Water",27,"Tyson","US0274","USHI2701",1,19,8,"Found",NA,NA,NA,NA
"US","US27","Survivor: Blood vs. Water",27,"Tyson","US0274","USHI2701",2,29,11,"Played","Tyson","US0274","Not needed",0
"US","US27","Survivor: Blood vs. Water",27,"Tyson","US0274","USHI2702",1,30,12,"Found",NA,NA,NA,NA
"US","US27","Survivor: Blood vs. Water",27,"Tyson","US0274","USHI2702",2,37,14,"Played","Gervase","US0010","Not needed",2
"US","US28","Survivor: Cagayan",28,"Garrett","US0408","USHI2801",1,1,1,"Found",NA,NA,NA,NA
"US","US28","Survivor: Cagayan",28,"Garrett","US0408","USHI2801",2,6,1,"Voted out with advantage",NA,NA,NA,NA
"US","US28","Survivor: Cagayan",28,"Tony","US0424","USHI2802",1,6,1,"Found",NA,NA,NA,NA
"US","US28","Survivor: Cagayan",28,"Tony","US0424","USHI2802",2,19,6,"Played","LJ","US0416","Not needed",0
"US","US28","Survivor: Cagayan",28,"LJ","US0416","USHI2803",1,7,2,"Found",NA,NA,NA,NA
"US","US28","Survivor: Cagayan",28,"LJ","US0416","USHI2803",2,19,6,"Played","Tony","US0424","Not needed",0
"US","US28","Survivor: Cagayan",28,"Spencer","US0421","USHI2804",1,20,7,"Found",NA,NA,NA,NA
"US","US28","Survivor: Cagayan",28,"Spencer","US0421","USHI2804",2,28,9,"Played","Spencer","US0421","Not needed",0
"US","US28","Survivor: Cagayan",28,"Tony","US0424","USSI2805",1,28,9,"Found",NA,NA,NA,NA
"US","US28","Survivor: Cagayan",28,"Tony","US0424","USSI2805",2,37,13,"Expired",NA,NA,NA,NA
"US","US28","Survivor: Cagayan",28,"Tony","US0424","USHI2806",1,29,10,"Found",NA,NA,NA,NA
"US","US28","Survivor: Cagayan",28,"Tony","US0424","USHI2806",2,36,12,"Played","Tony","US0424","Not needed",0
"US","US29","Survivor: San Juan del Sur",29,"John","US0427","USHI2901",1,6,2,"Found",NA,NA,NA,NA
"US","US29","Survivor: San Juan del Sur",29,"John","US0427","USHI2901",2,8,3,"Voted out with advantage",NA,NA,NA,NA
"US","US29","Survivor: San Juan del Sur",29,"Keith","US0439","USHI2902",1,9,4,"Found",NA,NA,NA,NA
"US","US29","Survivor: San Juan del Sur",29,"Keith","US0439","USHI2902",2,26,10,"Played","Keith","US0439","Yes",3
"US","US29","Survivor: San Juan del Sur",29,"Jon","US0437","USHI2903",1,19,8,"Found",NA,NA,NA,NA
"US","US29","Survivor: San Juan del Sur",29,"Jon","US0437","USHI2903",2,26,10,"Played","Jon","US0437","Yes",4
"US","US29","Survivor: San Juan del Sur",29,"Natalie","US0442","USHI2904",1,25,10,"Found",NA,NA,NA,NA
"US","US29","Survivor: San Juan del Sur",29,"Natalie","US0442","USHI2904",2,37,14,"Played","Jaclyn","US0441","Yes",3
"US","US29","Survivor: San Juan del Sur",29,"Jon","US0437","USHI2905",1,27,11,"Found",NA,NA,NA,NA
"US","US29","Survivor: San Juan del Sur",29,"Jon","US0437","USHI2905",2,35,13,"Voted out with advantage",NA,NA,NA,NA
"US","US30","Survivor: Worlds Apart",30,"Dan","US0455","USEV3001",1,25,10,"Found",NA,NA,NA,NA
"US","US30","Survivor: Worlds Apart",30,"Dan","US0455","USEV3001",2,35,13,"Played","Carolyn","US0459","No",NA
"US","US30","Survivor: Worlds Apart",30,"Carolyn","US0459","USHI3001",1,2,1,"Found",NA,NA,NA,NA
"US","US30","Survivor: Worlds Apart",30,"Carolyn","US0459","USHI3001",2,35,13,"Played","Carolyn","US0459","Yes",5
"US","US30","Survivor: Worlds Apart",30,"Jenn","US0452","USHI3002",1,9,4,"Found",NA,NA,NA,NA
"US","US30","Survivor: Worlds Apart",30,"Jenn","US0452","USHI3002",2,19,7,"Played","Jenn","US0452","Yes",7
"US","US30","Survivor: Worlds Apart",30,"Mike","US0460","USHI3003",1,21,8,"Found",NA,NA,NA,NA
